"X1.1","X1.2","X1.3","X1a.1","X1a.2","X1a.3","X1b.1","X1b.2","X1b.3","X2.1","X2.2","X2.3","X2a.1","X2a.2","X2a.3","X2b.1","X2b.2","X2b.3","NoAct.1","NoAct.2","NoAct.3"
0.0496031395727205,-0.0626949048414498,-0.0633137780496897,0.0389803043066626,-0.062853002481178,-0.0624637842652872,0.0713475658114375,-0.0627594387387569,-0.0695949290203451,0.0772403789649549,-0.0626857070836174,-0.0632740727367806,0.0444896931712733,-0.0628166325207048,-0.0624826113915728,0.0428018819813107,-0.541952414229027,-0.0667518479559832,0.0451204118289225,-0.0618754037180875,-0.062802423981254
-0.0948386389168286,-0.0622766810518674,-0.0628489386011442,-0.0903725195718127,-0.0623541516118263,-0.0622490590085342,-0.104021565055468,-0.0623083015661275,-0.0673519700906339,-0.105123455023774,-0.0622721745542015,-0.0628201893912397,-0.09212818532441,-0.0623363280899908,-0.0622610212468701,-0.0996748378804201,-0.0624930961184591,-0.0650464194038723,-0.0924108581688183,-0.0618754037180875,-0.0624642776525367
-0.0826184264932111,-0.0620739674765012,-0.0624995366353362,-0.0807246599072995,-0.0621123158944418,-0.0621166312852561,-0.0833532305271185,-0.0768123425002831,-0.126411233422994,-0.0860525785056409,-0.0620717368683007,-0.0624862191260954,-0.0819154846982414,-0.0621034927448447,-0.0621243564196935,-0.0832788476086115,-0.0896991601845012,-0.231692119533929,-0.0821075429619586,-0.0618754037180875,-0.0622556413132948
-0.0761117707305335,-0.0618754037180876,-0.649833350354535,-0.0738717931671433,-0.0618754037180875,-0.773356938072413,-0.112684134870113,-0.0618754037180875,-0.543058264021982,-0.0815955885415466,-0.0618754037180874,-0.897446980997113,-0.0746422074412309,-0.0618754037180875,-0.813410765332711,-0.0791712640673324,-0.0618754037180875,-0.444697686165609,-0.0747666027584327,-0.0618754037180875,-4.11845342161001
-0.0715278464088027,-0.0618754037180875,-0.0622053041930889,-0.0700399930970586,-0.0618754037180875,-0.061994377902477,-0.0965355534899831,-0.0618754037180875,-0.0643034824947915,-0.0752826906729532,-0.0618754037180875,-0.0623046288760326,-0.0705699822728304,-0.0618754037180875,-0.0620032068197095,-0.0735415713446054,-0.0618754037180875,-0.0627921872371185,-0.0706556218852338,-0.0618754037180875,-0.06720874969345
-0.0671415387573433,0.0504983585723188,0.0452563712847994,-0.0674025039248615,0.0704578851025646,0.0602797980871051,0.0160336032098605,0.0526764886560637,0.0345166120106241,-0.0657589416581487,0.0492400721490819,0.0369714355085853,-0.0677639104726575,0.0690504913666145,0.0583631883481693,-0.0653020398805868,0.0439040452458027,0.052211592292729,-0.0678223394863634,-0.0618754037180875,-0.0618754037180875
-0.0610799720032465,-0.0945221595731055,-0.0925616334934242,-0.0659125938990434,-0.101240308149717,-0.0974049699599397,-0.104577622785554,-0.0953720676513883,-0.0896528040225482,-0.680605016694632,-0.0941155475407519,-0.0897623309391408,-0.0661779264813104,-0.100762229409984,-0.0967503884211922,-0.0685138993169288,-0.0923505782492022,-0.0949078040339429,-0.066220838724957,-0.0618754037180875,-0.0618754037180875
-0.0669219938176412,-0.0835449271471123,0.00942035983082905,-0.0647715889472588,-0.0881528226931317,-0.0855158212790947,-0.0911268071567864,-0.0841249907933898,0.0471187343301978,-0.0720824583609737,-0.0832677069263789,-0.0803075616187734,-0.0649626368313805,-0.0878231856210415,-0.0850674628249137,-0.0664250896383477,-0.0820665789320278,-0.0828158090536273,-0.0649935432015001,-0.0618754037180875,-0.0618754037180875
-0.0652829117924984,-0.00519162641910319,-0.0334319023461653,-0.0638675432859454,-0.0787023199037346,-0.0769806954871667,-0.081553775347873,-0.00094783734220838,-0.0452781490159284,-0.0688618893054714,-0.0140870376876145,-0.0185332177674086,-0.0639992983030794,-0.078486698390434,-0.0766887201835642,-0.064917815541422,-0.0047429131087598,1.53928645508086e-05,-0.0640206166912998,0.0150169521454409,-0.0232280701978838
-0.0641987485899978,-0.0899726390166187,0.0207662647325621,-0.0632765152735385,-0.0733744723092365,0.0497127017590816,-0.0756359241234717,-0.0915820010998803,0.0133370770542392,-0.0667854467350418,-0.0872944321769458,0.0367712612072451,-0.0633693489784211,-0.0732250487306791,0.0561274907217906,-0.0639042348839942,-0.0892191689644874,0.0481498207565272,-0.063384371732153,-0.0834762327987647,0.00753125502308721
0.00952578265922131,-0.0806946822539076,-0.119393279521913,-0.0627657813667141,-0.0696817046085172,-0.103420091541089,0.0694918169142135,-0.0817913060278248,-0.0330439642016595,0.0082705025561464,-0.0788843271635009,-0.105685574619792,-0.0628248473953285,-0.0695792956643154,-0.105337864651384,0.0418712791565623,-0.0801680644937827,-0.574382545359489,-0.0628344065603461,-0.0760808326469954,-0.0887928717160338
-0.0887615174850412,-0.0744752344837087,-0.102460825230416,-0.0624504658280539,-0.0675886940438592,-0.0901852623214438,-0.277605491808604,-0.0752003350266439,-0.117812316603813,-0.102394831333524,-0.0733017170897495,-0.0949653150745162,-0.0624886442171628,-0.0675132412191071,-0.0915019838902792,-0.0135378688852251,-0.0740909086926321,-0.124395672174047,-0.0624948233043206,-0.0708818069639851,-0.0795362151385429
-0.0757850192633169,-0.0706424961676637,-0.0891632526545478,-0.0621569376486046,-0.0659799003562831,-0.0804586880706437,-0.109706329831715,-0.0711466311792284,-0.105539499158218,-0.0765411205168874,-0.0698339757108618,-0.0837958116987726,-0.0621756372325497,-0.0659254309650867,-0.0813137946060366,-0.105029925121213,-0.0703647659763967,-0.109401710929044,-0.0621786638185222,-0.0679896097675406,-0.073290235364862
-0.0706698153313048,-0.0678587083450835,-0.0809552977552597,-0.0620147024704368,-0.0647015647170528,-0.0746368938744092,-0.09340009921376,-0.0682040095965473,-0.0919425053570143,-0.0710872153845557,-0.0673069870318759,-0.0769170402171294,-0.0620239568195429,-0.0646639312414735,-0.0752307583784446,-0.0903566248619833,-0.0676660254688052,-0.095104320989891,-0.0620254546891276,-0.066007349233202,-0.0696365769334822
-0.0677409447418034,-0.0661914858877131,-0.0752957382333838,-0.0618754037180875,-0.0638645131485172,-0.0706197823579692,-0.0831445466177012,-0.0664437126238649,-0.0829975386850332,-0.0678594507368333,-0.065787000666342,0.0647233986775638,-0.0618754037180875,-0.0638379629532951,-0.0710262481936791,-0.0806452439327961,-0.0660539855579071,-0.0852057698898882,-0.0618754037180875,-0.0648898760934415,-0.0672265810137373
-0.0658403314575248,-0.0647698120643084,-0.0714831875203143,-0.0618754037180875,-0.0630672747225898,-0.0681233657116175,-0.076307605237084,-0.0649498574133894,-0.076802746677412,-0.0659108169400462,-0.0644856334542701,-0.108976360754524,-0.0618754037180875,-0.0630479771508376,-0.0684270650883499,-0.0747077777102284,-0.0646841042897391,-0.0787688888294355,-0.0618754037180875,-0.0639545272918467,-0.0657675524967538
-0.0647596631412239,-0.0663019553088052,-0.0686682176596649,-0.0618754037180875,-0.0627111090496115,-0.066290575169518,-0.0721214470362693,-0.1028989250154,-0.0725974236877491,-0.0648054943988759,-0.0712939775525141,-0.093911669800556,-0.0618754037180875,-0.06270079093072,-0.0665118043474255,-0.0709093284929183,-0.0708513713289647,-0.0738729496777282,-0.0618754037180875,-0.0633815333403849,-0.0646399599127169
-0.0639381229970617,-0.0635749417708103,-0.0664088889347903,-0.0618754037180875,-0.0622875536415467,-0.0647778835431835,-0.0691289404486857,-0.106529188454173,-0.0692505593975815,-0.0639647448495161,-0.0644059947532851,-0.0827030122859341,-0.0618754037180875,-0.0622825948066565,-0.0649339713779436,-0.0684383070296039,-0.0645746524139642,-0.0700559603816771,-0.0618754037180875,-0.0629330755935759,-0.0637871913203078
-0.0632872082720933,-0.0629152642236994,-0.0649112961700087,-0.0618754037180875,-0.0620809467459009,-0.0638468358546235,-0.0668557342717539,-0.0917477510726198,-0.0668829054135435,-0.0633071508517473,-0.0634556346198529,-0.0761564910796724,-0.0618754037180875,-0.0620785448718287,-0.0639585932067738,-0.0665040451104898,-0.0635666058218492,-0.0674376922355397,-0.0618754037180875,-0.0625472341930276,-0.0631890363142235
-0.249983652733374,-0.0546951664785796,-0.0636537719453,-0.0618754037180875,-0.0618805134616857,-0.0630204041724159,-0.478874054071749,-0.0809582307930694,-0.0650238289621569,-0.185617514007677,-0.0627778534718537,-0.0714384022004283,-0.0618754037180875,-0.0618806819256734,-0.0630940036265172,-0.461704288469786,-0.0628552441291851,-0.065295417655729,-0.0618754037180875,-0.0623094778423841,-0.0627132273676098
-0.0191831541009741,-0.0641875460499524,-0.0629337615639149,-0.0618754037180875,-0.0618788392199513,-0.0626150723530322,0.0109239109676264,-0.041717574388015,0.00393755347958203,-0.0313908004335727,-0.062421657929969,-0.0687294416901158,-0.0618754037180875,-0.0618789524860841,-0.0626626652006643,0.0199327288195512,0.0396755761859928,-0.0639930052448349,-0.0618754037180875,-0.0620889419473696,-0.0623871705263511
-0.0795622442285526,-0.0633462523544476,-0.0623373574170393,-0.0618754037180875,-0.0618779011647941,-0.0622375686943895,-0.13131954312519,-0.0791205697877417,-0.0814293742827069,-0.0730502535124189,-0.0622136709435631,-0.0666157604227512,-0.0618754037180875,-0.0618779835041463,-0.0622608853139637,-0.129729819619532,-0.0917400557381893,-0.0629517134447105,-0.0618754037180875,-0.0619819503252447,-0.0621264276780736
-0.073395656325185,-0.644804694847974,-0.0620622375025648,-0.0618754037180875,-0.620960611076252,-0.0620546082989172,-0.109216733539876,-0.417093387450859,-0.0745348929045868,-0.0690899475063332,-0.212241710423889,-0.0650269907282136,-0.0618754037180875,-0.635357037203333,-0.0620661490312716,-0.108167894687836,-0.562956190292142,-0.062341934151572,-0.0618754037180875,-0.907579060349251,-0.061977085829904
-0.0691328501648079,-0.0629315745515322,-0.0618768842095198,-0.0618754037180875,-0.0618775465008207,-0.0618754037180875,-0.0925983436841563,-0.0733080433336249,-0.0697493083620922,-0.0663940019817285,-0.146739059050118,-0.0639729795034264,-0.0618754037180875,-0.0618776492432639,-0.0618754037180878,-0.0918768364062524,-0.0823267888383537,-0.061923248521998,-0.0618754037180875,-0.0618786100535868,-0.0618754037180875
-0.0667177935827649,0.0674470923788646,0.025785313103054,-0.0618754037180875,0.0972447416536979,-0.0618754037180875,-0.0828520755849587,-0.161689534928464,0.0836820029276743,-0.0648570099326731,-0.0102111998014277,0.0254213577156985,-0.0618754037180875,0.0953888574448439,-0.0618754037180875,-0.0824185596089325,0.0355545986701633,0.0448630075812447,-0.0618754037180875,-0.0618776549810706,-0.0618754037180875
-0.423831437189891,-0.10291355552873,-0.0868115137425707,-0.0618754037180875,-0.111375227233215,-0.0618754037180875,-0.266251977594508,-0.137170125883129,-0.110620514753721,-0.345689499675193,-0.130913584246616,-0.0878091044050906,-0.0618754037180875,-0.110690884414071,-0.0618754037180875,-0.266779540807017,-0.133289123408033,-0.0925983418024458,-0.456536576734307,-0.0618768327138872,-0.0618754037180875
-0.0652884493590762,-0.0893386642092184,-0.444388871869602,-0.0618754037180875,-0.0952040570463322,-0.0618754037180875,-0.0746291266052174,-0.101086137266132,-0.494061125422573,-0.0638157177851723,-0.110200948229295,-0.0788648477168256,-0.0618754037180875,-0.094724106182848,-0.0618754037180875,-0.0743060693461422,-0.0936835442799975,-0.0847413228127952,-0.0618754037180874,-0.0618763259788724,-0.0618754037180875
-0.0643225286270459,-0.0794983410865388,-0.0769731085365709,-0.0618754037180875,-0.0833428945851673,-0.0618754037180875,-0.07109370644747,-0.0235953944972746,-0.0940897363181542,-0.0632648332632147,-0.0946034484363431,-0.0726184678386415,-0.0618754037180875,-0.0830252942402195,-0.0618754037180875,-0.0708576902263192,-0.0829388949027342,-0.0748819328115216,-0.0618754037180876,-0.0618758550375049,-0.0618754037180875
-0.0635580189556687,-0.073930409010322,-0.0721776792890462,-0.0618754037180875,-0.0766035646861775,-0.0618754037180875,-0.0682502488503348,-0.0953833814619279,-0.0842128347239564,-0.0628299069155846,-0.08550661204134,-0.0690441795734566,-0.0618754037180875,-0.0763817487593922,-0.0618754037180875,-0.0680857894243692,-0.0763747383383429,-0.0707350366127127,-0.0618754037180874,-0.0618756269772364,-0.0618754037180875
-0.0630585084968726,0.0696706044006203,-0.0688621938360177,-0.0618754037180875,0.0925528924561446,-0.0618754037180875,-0.0663757673982361,0.0351162003185433,-0.0476335657430329,-0.0625461316496423,0.0502825922594606,-0.0667243161221621,-0.0618754037180875,0.0908648666602858,-0.0618754037180875,-0.0662590496666145,0.0563030703444247,0.028146960532928,-0.0618754037180875,-0.0618754037180875,-0.0618754037180875
-0.0626271084513404,-0.109071016885291,-0.738191049989808,-0.0618754037180875,-0.118873740966741,-0.937518803086959,-0.0647425614687807,-0.109387914689303,-0.492272232903132,-0.0623013829898728,-0.110189098536024,-0.814117320021255,-0.0618754037180875,-0.118128331151941,-0.930543021779944,-0.0646679339701441,-0.105968731168313,-0.467032930511557,-0.0618754037180875,-0.0618754037180875,-0.0618754037180875
-0.0623608466853238,-0.0939529986730075,-0.055649480482408,-0.0618754037180875,-0.100952261084981,-0.054002298026261,-0.126811124742094,-0.0944860926132622,-0.0623874912863426,-0.0621504228888427,-0.0950599878839914,-0.0567413401770749,-0.0618754037180875,-0.100416573887304,-0.0535158164040765,-0.293668170822988,-0.0917797313265667,-0.0677010040649275,-0.0618754037180875,-0.0618754037180875,-0.0211819037297684
-0.0621130468192719,-0.711471563440884,-0.0924625954208803,-0.0618754037180875,-0.641147246651091,-0.095833451610957,-0.0628435434140346,-0.534855211238486,-0.0909947990763446,-0.0620100151355824,-0.652200098250238,-0.0929898595410436,-0.0618754037180875,-0.668046699065506,-0.0962457329931197,-0.0629896082469561,-0.638674919874221,-0.0978268392790191,-0.0618754037180875,-2.19511419694881,-0.0727986309417487
