"X1.1","X1.2","X1.3","X1a.1","X1a.2","X1a.3","X1b.1","X1b.2","X1b.3","X2.1","X2.2","X2.3","X2a.1","X2a.2","X2a.3","X2b.1","X2b.2","X2b.3","NoAct.1","NoAct.2","NoAct.3"
-0.186130759281765,-0.168592765848741,-0.14310690988894,-0.192084412280714,-0.168799398124923,-0.146319440932445,-0.171190012430024,-0.153122737192563,-0.140847597362787,-0.176336494880959,-0.168259720449999,-0.143853133095778,-0.194457723568869,-0.169888850252893,-0.145475119434486,-0.184827682278567,-0.157305483887263,-0.131675818072356,-0.188979168867255,-0.168797180190283,-0.133913357379971
-0.177935615571155,-0.162953893952759,-0.142947652362138,-0.184754817609504,-0.163184777362194,-0.146155753384675,-0.160855630015055,-0.145735396488069,-0.140218740672197,-0.166923654058053,-0.162483162249114,-0.144820997873622,-0.186379395302534,-0.16359226226177,-0.145331211483437,-0.17398956079695,-0.150396301157629,-0.131513902768934,-0.180998645913276,-0.163183948430968,-0.139508493126952
-0.173624213538602,-0.162968690931921,-0.145229601483944,-0.181445310073585,-0.163237503369966,-0.149060953473332,-0.154095479086652,-0.143148501132448,-0.141787721094028,-0.161143870395437,-0.162352927822878,-0.148449070215678,-0.182379658838564,-0.163152483223513,-0.148193364048114,-0.167051473802109,-0.148656259019462,-0.133478077296123,-0.176989789928708,-0.163237676326637,-0.146046515623468
-0.174989778410299,-0.16575417057139,-0.148525428767865,-0.184468950476447,-0.166069343698071,-0.152900538780339,-0.152337751571811,-0.142893739320287,-0.144391144057607,-0.160559877762224,-0.164982599920556,-0.152967785008526,-0.184948312701431,-0.165556066820573,-0.151963524965717,-0.16594498305942,-0.149221740999236,-0.135971156742819,-0.178850882894399,-0.166070388041234,-0.153275942458102
-0.179143570135953,-0.171643868422496,-0.15236060681392,-0.190608767363283,-0.172022762674428,-0.157527831500546,-0.152576285218875,-0.144778416384557,-0.147375259356317,-0.16221331151243,-0.170685870200178,-0.158285298861904,-0.1906799900418,-0.171146457995,-0.156494296837039,-0.167163796180118,-0.15223515243788,-0.138837428983884,-0.183683319760571,-0.172024546880892,-0.161352839573891
-0.186232034168713,-0.0201620841119611,-0.00525849284496922,-0.200512251096569,0.00696387392411903,0.0214614696229062,-0.154678950786575,-0.0130264324735981,-0.0102068695750951,-0.166103234164275,-0.0220463731142597,-0.00594108358920372,-0.200272504225962,0.00384955897857171,0.0198483725569795,-0.170595364793251,-0.013835686078548,-0.00135226170462311,-0.191711013033952,-0.178879232025447,-0.169870666887477
-0.13591829438365,-0.216733552192581,-0.194434025546913,-0.147944973333571,-0.223573220270111,-0.208680202768446,-0.109984402469623,-0.179712106246108,-0.185779065654959,-0.118428377423414,-0.214843631106368,-0.203734198860064,-0.14670208878344,-0.221160781294707,-0.206874950096793,-0.12579109268966,-0.189887273774673,-0.177391206648926,-0.142632947152161,-0.18643563194635,-0.178861923663161
-0.112421440112712,-0.213419860779166,-0.187616608467438,-0.234633807640006,-0.218171317501283,-0.2002038171892,-0.0838861440413917,-0.171606488202034,-0.178722353947798,-0.103169048723206,-0.211439089054769,-0.198069250763174,-0.233784453545563,-0.215604748462436,-0.198394780596654,-0.100852837000014,-0.182640181763981,-0.16876077149922,-0.11664313148554,-0.194492532967025,-0.187623580784261
-0.234032490514095,-0.210911721222971,-0.181478706588506,-0.245773292063829,-0.213722219212024,-0.192569710626698,-0.183470210656184,-0.164172282059645,-0.172315296347885,-0.199238352698995,-0.208792787539885,-0.193115264867446,-0.244398925970777,-0.210930565007373,-0.190751586653218,-0.204251114720926,-0.175995134296764,-0.160954235655774,-0.24346632573972,-0.20197775934915,-0.195913889103875
-0.232781125489868,-0.162013379823918,-0.177590020663076,-0.257307557312945,-0.165093066308365,-0.188191708441864,-0.174679676582036,-0.117540553850481,-0.16790033869394,-0.192989599025344,-0.161730057206132,-0.190578062147517,-0.255259446759194,-0.16170662151277,-0.186280486977902,-0.197795234950031,-0.126170153477507,-0.155341544963873,-0.244414050828275,-0.155026006583244,-0.20255161426727
-0.231725957266922,-0.217216783612335,-0.172325084112061,-0.270673558724217,-0.217562928881413,-0.182530823108138,-0.166157202503194,-0.160706777460281,-0.162217924075811,-0.186621968909014,-0.214331689459712,-0.186524912063095,-0.26780713925725,-0.214192975493982,-0.180536098010196,-0.191362441260682,-0.174265729017951,-0.148811346193462,-0.24590109452545,-0.220598976867467,-0.206880990155148
-0.229844127156029,-0.212332230745129,-0.166837941074874,-0.283026132437667,-0.212218969203104,-0.177174827453323,-0.157413245805274,-0.151344862539232,-0.156314353680955,-0.179334440556578,-0.209218747022863,-0.182151445646081,-0.279059341267581,-0.208343184046682,-0.17506397504528,-0.183949188697939,-0.165173017012361,-0.142402049148713,-0.246898863708743,-0.218817848004802,-0.208202899917431
-0.223977154894743,-0.202432499704574,-0.157785453208557,-0.292400077950559,-0.201935064802204,-0.167924599642748,-0.147066716254023,-0.139880536912507,-0.14730969165045,-0.169362134930482,-0.199171712403436,-0.173542047841466,-0.287123043170462,-0.197680198815421,-0.165781777727784,-0.174057141082244,-0.15328139645077,-0.133596268688377,-0.243865956689149,-0.211478894036496,-0.20393476415376
-0.21239269732209,-0.188934938653399,-0.14546620166939,-0.294058574058247,-0.188067839912295,-0.154907412456875,-0.134919985997247,-0.127885621472315,-0.135614381925873,-0.15622260389713,-0.185633618715677,-0.160756804026,-0.287245994114496,-0.183703990623242,-0.152851885511811,-0.160833712481143,-0.140290666255038,-0.122867022695193,-0.234502294670052,-0.200153828439613,-0.193597190527447
-0.193746028327676,-0.0693196274020921,-0.130491689232326,-0.284535316957289,-0.0527233600794988,-0.138802703208307,-0.121161852581968,-0.0106819533533352,-0.121859386533531,-0.140092090947545,-0.0671418207234317,-0.144246180934832,-0.276381554580049,-0.0510653405064359,-0.136962522910612,-0.144272278900872,-0.0146200088558369,0.0393226779660759,-0.216595686092375,-0.181643382667214,-0.175985005925547
-0.170530003592362,-0.17411878103715,-0.114846580180023,-0.26383410571009,-0.177844554176753,-0.121569063790063,-0.107469163545092,-0.130597391371024,-0.107835538522787,-0.123134512010311,-0.171246605042191,-0.126288768671786,-0.254765861192603,-0.173798526506877,-0.12005043312336,-0.0144403977895934,-0.140525048709207,-0.142007394066561,-0.192255521472221,-0.159879830854948,-0.154788566227804
-0.143259800461097,-0.144735737408708,-0.0611435663042317,-0.226903248353821,-0.147524543533749,-0.0659420264446528,-0.0941633929027488,-0.110267894023736,-0.0575398292326643,-0.105841066781252,-0.142391590907432,-0.0685960807628704,-0.218079177799572,-0.144230592414444,-0.0635189482623621,-0.14069696239485,-0.117823534098178,-0.0799772503116672,-0.161517186671873,-0.1347294021641,-0.0764956547425307
-0.0271767656245346,-0.0821193640973053,-0.036133738561544,-0.0644238369126576,-0.0854986834894301,-0.0745559977266035,0.047695777514138,-0.0783024557450997,0.05340018518882,0.00109033504850508,-0.0815714741098913,-0.0467117415500457,-0.0643290468568486,-0.0846568054469972,-0.0748469124033473,-0.0248108912085453,-0.0800306153457674,0.0338428700527219,-0.0670349314912704,-0.0643239245187729,-0.0776075556298962
-0.0781150949006904,-0.0755090559379558,-0.0801684668756496,-0.0631248800278673,-0.0778080531916585,-0.0699045530762268,-0.0979511494631237,-0.0729850060469109,-0.108059948128186,-0.0831674340032443,-0.0751374309547989,-0.0778167169787783,-0.0630783201883655,-0.0772387409207113,-0.070105863486116,-0.0984759167433972,-0.0741618906952353,-0.119582952653754,-0.0650023350763047,-0.0635981674386435,-0.0721708796772278
-0.0721140831011768,-0.0705386574763451,-0.072026384249433,-0.0624940733655351,-0.0720104022573462,-0.0664290518906134,-0.0857180230593061,-0.0691144084311521,0.00458375231097577,-0.0756664953666892,-0.0703120913315444,-0.0670720749047507,-0.0624709988400659,-0.0716587440203808,-0.0665761086944202,-0.0864861586390077,-0.0698639920012513,-0.0963081746341365,-0.063412802832424,-0.0629704728994599,-0.068381950561778
-0.068041588590419,-0.0681476271076825,-0.069680018040573,-0.0618754037180874,-0.0692383660715398,-0.064955198295842,-0.0769813421435938,-0.0671292539302686,-0.106244279353541,-0.0704491824842784,-0.0679850420073945,-0.069447930340833,-0.0618754037180876,-0.0689794748463414,-0.0650550506694823,0.0296788043637191,-0.0676738580807343,-0.0894074905087707,-0.0624697737677619,-0.0625827877414098,-0.0662832404148258
-0.0657275625190012,-0.0662527983526585,-0.0671547819272173,-0.0618754037180875,-0.067047541840239,-0.0639514194409276,-0.0720372298928407,-0.0655737572824514,-0.0921474754504005,-0.0675259748089174,-0.0661435381936728,-0.0669730608559778,-0.0618754037180875,-0.0668623177913102,-0.0640189069028254,-0.101734617094782,-0.0659532689286852,-0.0811151155065018,-0.0618754037180875,-0.0622217528049732,-0.0648499311083291
-0.0644737334266151,-0.0700761293882029,-0.0656942011636014,-0.0618754037180875,-0.065387780413144,-0.063555414749057,-0.0687661285923439,-0.292266108438701,-0.0821309233523501,-0.0656925409058207,-0.0814853005133452,-0.065571712310985,-0.0618754037180875,-0.0652605020479572,-0.0636047130486323,-0.088993125762796,-0.0742661265552061,-0.0752523278669729,-0.0618754037180875,-0.0620467803370989,-0.0643469907484222
-0.0637685072744071,-0.0638704879220048,-0.0645242131308541,-0.0618754037180875,-0.0642541521199244,-0.0629578150506588,-0.0669145922900198,-0.0640271436238043,-0.0761492493708725,-0.0646594475797038,-0.0638481550452131,-0.0644007094394551,-0.0618754037180875,-0.0641659261577072,-0.0629931148054195,-0.0798493553725139,-0.0637771346573727,-0.0715163408887039,-0.0618754037180875,-0.0618754037180875,-0.0634285803079728
-0.0632309715752647,-0.0631438552095829,-0.168753845519676,-0.0618754037180875,-0.0633882595517868,-0.181736953117475,-0.0654935170114508,-0.0632436305339379,-0.151571042320742,-0.0638704608152976,-0.0631296332974731,-0.18959412782502,-0.0618754037180875,-0.0633320436653196,-0.181115168735645,-0.074357124971384,-0.063084409900614,-0.130556035934917,-0.0618754037180875,-0.0618754037180875,-0.274822737925157
