"RIGHT","LEFT","SCUTE.REMOVED","PIT.TAG/CWT/FLOY","STOCKING.LOCATION","HATCHERY","FEMALE","MALE","STOCK.DATE","SPAWN.DATE","YEAR.CLASS","NUMBERS.STOCKED","AGE.AT.STOCKING","YEARLING.EQUIVALENTS","RPMA"
"Green","Green",NA,"PIT Tag ","Big Sky Bend","Gavins Point","1F4A301354","1F4A4A1439",1998-08-11,1997-06-17,1997,57,"Yearling",57,2
"Red","Red",NA,"PIT Tag ","Big Sky Bend","Gavins Point","1F4B246E04","1F4A4A1439",1998-08-11,1997-06-17,1997,47,"Yearling",47,2
"Orange","Orange",NA,"PIT Tag ","Big Sky Bend","Gavins Point","1F4B246E04","7F7D291A07",1998-08-11,1997-06-17,1997,54,"Yearling",54,2
"Yellow","Yellow",NA,"PIT Tag ","Big Sky Bend","Gavins Point","1F4A301354","7F7D291A07",1998-08-11,1997-06-17,1997,46,"Yearling",46,2
"Blue","Blue",NA,"PIT Tag ","Big Sky Bend","Gavins Point","1F4B246E04","7F7F06583D",1998-08-11,1997-06-17,1997,51,"Yearling",51,2
"Green","Green",NA,"PIT Tag ","Confluence","Gavins Point","1F4B246E04","1F4A4A1439",1998-08-11,1997-06-17,1997,8,"Yearling",8,2
"Red","Red",NA,"PIT Tag ","Confluence","Gavins Point","1F4B246E04","1F4A4A1439",1998-08-11,1997-06-17,1997,8,"Yearling",8,2
"Orange","Orange",NA,"PIT Tag ","Confluence","Gavins Point","1F4B246E04","7F7D291A07",1998-08-11,1997-06-17,1997,8,"Yearling",8,2
"Yellow","Yellow",NA,"PIT Tag ","Confluence","Gavins Point","1F4B246E04","7F7D291A07",1998-08-11,1997-06-17,1997,8,"Yearling",8,2
"Blue","Blue",NA,"PIT Tag ","Confluence","Gavins Point","1F4B246E04","7F7F06583D",1998-08-11,1997-06-17,1997,8,"Yearling",8,2
"Green","Green",NA,"PIT Tag ","Nohly Bridge","Gavins Point","1F4B246E04","1F4A4A1439",1998-08-11,1997-06-17,1997,52,"Yearling",52,2
"Red","Red",NA,"PIT Tag ","Nohly Bridge","Gavins Point","1F4B246E04","1F4A4A1439",1998-08-11,1997-06-17,1997,50,"Yearling",50,2
"Orange","Orange",NA,"PIT Tag ","Nohly Bridge","Gavins Point","1F4B246E04","7F7D291A07",1998-08-11,1997-06-17,1997,47,"Yearling",47,2
"Yellow","Yellow",NA,"PIT Tag ","Nohly Bridge","Gavins Point","1F4B246E04","7F7D291A07",1998-08-11,1997-06-17,1997,55,"Yearling",55,2
"Blue","Blue",NA,"PIT Tag ","Nohly Bridge","Gavins Point","1F4B246E04","7F7F06583D",1998-08-11,1997-06-17,1997,51,"Yearling",51,2
"Green","Green",NA,"PIT Tag ","Sidney","Gavins Point","1F4B246E04","1F4A4A1439",1998-08-11,1997-06-17,1997,46,"Yearling",46,2
"Red","Red",NA,"PIT Tag ","Sidney","Gavins Point","1F4B246E04","1F4A4A1439",1998-08-11,1997-06-17,1997,46,"Yearling",46,2
"Orange","Orange",NA,"PIT Tag ","Sidney","Gavins Point","1F4B246E04","7F7D291A07",1998-08-11,1997-06-17,1997,46,"Yearling",46,2
"Yellow","Yellow",NA,"PIT Tag ","Sidney","Gavins Point","1F4B246E04","7F7D291A07",1998-08-11,1997-06-17,1997,46,"Yearling",46,2
"Blue","Blue",NA,"PIT Tag ","Sidney","Gavins Point","1F4B246E04","7F7F06583D",1998-08-11,1997-06-17,1997,46,"Yearling",46,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","7F7F056171","1F47760123",2000-10-11,1998-06-11,1998,17,"2 yr Old",17,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","7F7F056171","1F4A363031",2000-10-11,1998-06-11,1998,17,"2 yr Old",17,2
NA,NA,NA,"PIT Tag","Fairview","Gavins Point","7F7F056171","1F47760123",2000-10-11,1998-06-11,1998,33,"2 yr Old",33,2
NA,NA,NA,"PIT Tag","Fairview","Gavins Point","7F7F056171","1F4A363031",2000-10-11,1998-06-11,1998,33,"2 yr Old",33,2
NA,NA,NA,"PIT Tag","Sidney","Gavins Point","7F7F056171","1F47760123",2000-10-11,1998-06-11,1998,33,"2 yr Old",33,2
NA,NA,NA,"PIT Tag","Sidney","Gavins Point","7F7F056171","1F4A363031",2000-10-11,1998-06-11,1998,33,"2 yr Old",33,2
NA,NA,NA,"PIT Tag","Wolf Point","Gavins Point","7F7F056171","1F47760123",2000-10-11,1998-06-11,1998,17,"2 yr Old",17,2
NA,NA,NA,"PIT Tag","Wolf Point","Gavins Point","7F7F056171","1F4A363031",2000-10-11,1998-06-11,1998,17,"2 yr Old",17,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","7F7B021573","113719262A",2000-10-17,1999-06-15,1999,30,"Yearling",30,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","7F7B021573","7F7D441774",2000-10-17,1999-06-15,1999,29,"Yearling",29,2
NA,NA,NA,"PIT Tag","Culbertson","Gavins Point","7F7B021573","7F7F06583D",2000-10-17,1999-06-15,1999,30,"Yearling",30,2
NA,NA,NA,"PIT Tag","Fairview","Gavins Point","7F7B021573","113719262A",2000-10-17,1999-06-15,1999,50,"Yearling",50,2
NA,NA,NA,"PIT Tag","Fairview","Gavins Point","7F7B021573","7F7D441774",2000-10-17,1999-06-15,1999,50,"Yearling",50,2
NA,NA,NA,"PIT Tag","Fairview","Gavins Point","7F7B021573","7F7F06583D",2000-10-17,1999-06-15,1999,50,"Yearling",50,2
NA,NA,NA,"PIT Tag","Sidney","Gavins Point","7F7B021573","113719262A",2000-10-17,1999-06-15,1999,50,"Yearling",50,2
NA,NA,NA,"PIT Tag","Sidney","Gavins Point","7F7B021573","7F7D441774",2000-10-17,1999-06-15,1999,50,"Yearling",50,2
NA,NA,NA,"PIT Tag","Sidney","Gavins Point","7F7B021573","7F7F06583D",2000-10-17,1999-06-15,1999,49,"Yearling",49,2
NA,NA,NA,"PIT Tag","Wolf Point","Gavins Point","7F7B021573","113719262A",2000-10-17,1999-06-15,1999,30,"Yearling",30,2
NA,NA,NA,"PIT Tag","Wolf Point","Gavins Point","7F7B021573","7F7D441774",2000-10-17,1999-06-15,1999,30,"Yearling",30,2
NA,NA,NA,"PIT Tag","Wolf Point","Gavins Point","7F7B021573","7F7F06583D",2000-10-17,1999-06-15,1999,30,"Yearling",30,2
"Green","Red",NA,"CWT","Culbertson","Miles City ","7F7F06672B","115631222A",2002-07-18,2001-06-28,2001,60,"Yearling",60,2
"Green","Yellow",NA,"CWT","Culbertson","Miles City ","220E345E09","1F4A111C6A",2002-07-18,2001-06-28,2001,76,"Yearling",76,2
"Green","Orange",NA,"CWT","Culbertson","Miles City ","220E345E09","1F4A27214F",2002-07-18,2001-06-28,2001,73,"Yearling",73,2
"Green","Blue",NA,"CWT","Culbertson","Miles City ","7F7F06672B","7F7D3C5708",2002-07-18,2001-06-28,2001,61,"Yearling",61,2
"Green","Red",NA,"CWT","Fairview","Miles City ","7F7F06672B","115631222A",2002-07-18,2001-06-28,2001,60,"Yearling",60,2
"Green","Yellow",NA,"CWT","Fairview","Miles City ","220E345E09","1F4A111C6A",2002-07-18,2001-06-28,2001,76,"Yearling",76,2
"Green","Orange",NA,"CWT","Fairview","Miles City ","220E345E09","1F4A27214F",2002-07-18,2001-06-28,2001,73,"Yearling",73,2
"Green","Blue",NA,"CWT","Fairview","Miles City ","7F7F06672B","7F7D3C5708",2002-07-18,2001-06-28,2001,61,"Yearling",61,2
"Green","Red",NA,"CWT","Intake","Miles City ","7F7F06672B","115631222A",2002-07-18,2001-06-28,2001,59,"Yearling",59,2
"Green","Yellow",NA,"CWT","Intake","Miles City ","220E345E09","1F4A111C6A",2002-07-18,2001-06-28,2001,66,"Yearling",66,2
"Green","Orange",NA,"CWT","Intake","Miles City ","220E345E09","1F4A27214F",2002-07-18,2001-06-28,2001,74,"Yearling",74,2
"Green","Red",NA,"CWT","Sidney","Miles City ","7F7F06672B","115631222A",2002-07-18,2001-06-28,2001,59,"Yearling",59,2
"Green","Yellow",NA,"CWT","Sidney","Miles City ","220E345E09","1F4A111C6A",2002-07-18,2001-06-28,2001,75,"Yearling",75,2
"Green","Orange",NA,"CWT","Sidney","Miles City ","220E345E09","1F4A27214F",2002-07-18,2001-06-28,2001,73,"Yearling",73,2
"Green","Blue",NA,"CWT","Sidney","Miles City ","7F7F06672B","7F7D3C5708",2002-07-18,2001-06-28,2001,64,"Yearling",64,2
"Green","Red",NA,"CWT","Wolf Point","Miles City ","7F7F06672B","115631222A",2002-07-18,2001-06-28,2001,60,"Yearling",60,2
"Green","Yellow",NA,"CWT","Wolf Point","Miles City ","220E345E09","1F4A111C6A",2002-07-18,2001-06-28,2001,75,"Yearling",75,2
"Green","Orange",NA,"CWT","Wolf Point","Miles City ","220E345E09","1F4A27214F",2002-07-18,2001-06-28,2001,73,"Yearling",73,2
"Green","Blue",NA,"CWT","Wolf Point","Miles City ","7F7F06672B","7F7D3C5708",2002-07-18,2001-06-28,2001,61,"Yearling",61,2
"Green",NA,NA,"PIT Tag","Culbertson","Garrison","411D262C1F","17509415139",2002-07-26,2001-06-28,2001,83,"Yearling",83,2
"Green",NA,NA,"PIT Tag","Culbertson","Garrison","411D262C1F","1F4A4B5973",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Culbertson","Garrison","411D262C1F","411D0E2C5F",2002-07-26,2001-06-28,2001,64,"Yearling",64,2
"Green",NA,NA,"PIT Tag","Culbertson","Garrison","411D262C1F","41476A0462",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Fairview","Garrison","411D262C1F","17509415139",2002-07-26,2001-06-28,2001,84,"Yearling",84,2
"Green",NA,NA,"PIT Tag","Fairview","Garrison","411D262C1F","1F4A4B5973",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Fairview","Garrison","411D262C1F","411D0B4E09",2002-07-26,2001-06-28,2001,21,"Yearling",21,2
"Green",NA,NA,"PIT Tag","Fairview","Garrison","411D262C1F","411D0E2C5F",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Fairview","Garrison","411D262C1F","41476A0462",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Intake","Garrison","411D262C1F","1F4A4B5973",2002-07-26,2001-06-28,2001,13,"Yearling",13,2
"Green",NA,NA,"PIT Tag","Intake","Garrison","411D262C1F","41476A0462",2002-07-26,2001-06-28,2001,84,"Yearling",84,2
"Green",NA,NA,"PIT Tag","Sidney","Garrison","411D262C1F","17509415139",2002-07-26,2001-06-28,2001,86,"Yearling",86,2
"Green",NA,NA,"PIT Tag","Sidney","Garrison","411D262C1F","1F4A4B5973",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Sidney","Garrison","411D262C1F","411D0B4E09",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Sidney","Garrison","411D262C1F","411D0E2C5F",2002-07-26,2001-06-28,2001,86,"Yearling",86,2
"Green",NA,NA,"PIT Tag","Sidney","Garrison","411D262C1F","41476A0462",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Wolf Point","Garrison","411D262C1F","17509415139",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Wolf Point","Garrison","411D262C1F","1F4A4B5973",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Wolf Point","Garrison","411D262C1F","411D0B4E09",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Wolf Point","Garrison","411D262C1F","411D0E2C5F",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Wolf Point","Garrison","411D262C1F","41476A0462",2002-07-26,2001-06-28,2001,85,"Yearling",85,2
"Green",NA,NA,"PIT Tag","Intake","Bozeman","411D262C1F","17509415139",2002-09-18,2001-06-26,2001,84,"Yearling",84,2
"Green",NA,NA,"PIT Tag","Intake","Bozeman","411D262C1F","1F4A4B5973",2002-09-18,2001-06-26,2001,71,"Yearling",71,2
"Red","Yellow",NA,"PIT Tag","Culbertson","Miles City ","116224546A","220F107A6F",2003-08-07,2002-06-22,2002,550,"Yearling",550,2
"Red","Yellow",NA,"PIT Tag","Fairview","Miles City ","116224546A","220F107A6F",2003-08-07,2002-06-22,2002,398,"Yearling",398,2
"Red","Yellow",NA,"PIT Tag","Intake","Miles City ","116224546A","220F107A6F",2003-08-07,2002-06-22,2002,550,"Yearling",550,2
"Red","Yellow",NA,"PIT Tag","Wolf Point","Miles City ","116224546A","220F107A6F",2003-08-07,2002-06-22,2002,537,"Yearling",537,2
"Red","Yellow",NA,"PIT Tag","Culbertson","Gavins Point","116224546A","116167123A",2003-08-28,2002-06-22,2002,156,"Yearling",156,2
"Red","Yellow",NA,"PIT Tag","Culbertson","Gavins Point","116224546A","1F477B3A65",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"Red","Yellow",NA,"PIT Tag","Culbertson","Gavins Point","116224546A","452A4E1F15",2003-08-28,2002-06-22,2002,164,"Yearling",164,2
"Red","Yellow",NA,"PIT Tag","Fairview","Gavins Point","116224546A","116167123A",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"Red","Yellow",NA,"PIT Tag","Fairview","Gavins Point","116224546A","1F477B3A65",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"Red","Yellow",NA,"PIT Tag","Fairview","Gavins Point","116224546A","452A4E1F15",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"Red","Yellow",NA,"PIT Tag","Intake","Gavins Point","116224546A","116167123A",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"Red","Yellow",NA,"PIT Tag","Intake","Gavins Point","116224546A","1F477B3A65",2003-08-28,2002-06-22,2002,164,"Yearling",164,2
"Red","Yellow",NA,"PIT Tag","Intake","Gavins Point","116224546A","452A4E1F15",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"Red","Yellow",NA,"PIT Tag","Wolf Point","Gavins Point","116224546A","116167123A",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"Red","Yellow",NA,"PIT Tag","Wolf Point","Gavins Point","116224546A","1F477B3A65",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"Red","Yellow",NA,"PIT Tag","Wolf Point","Gavins Point","116224546A","452A4E1F15",2003-08-28,2002-06-22,2002,163,"Yearling",163,2
"H-Yellow",NA,NA,NA,"Milk River","Miles City ","7F7F054855","115669540A",2004-04-13,2003-06-24,2003,821,"Yearling",821,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","114476216A","1F4A312640",2004-07-02,2004-06-21,2004,10000,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","114476216A","430E452777",2004-07-02,2004-06-21,2004,10000,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","114476216A","7F7E55466D",2004-07-02,2004-06-21,2004,10000,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","114476216A","1F4A312640",2004-07-08,2004-06-21,2004,8333,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","114476216A","430E452777",2004-07-08,2004-06-21,2004,8333,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","114476216A","7F7E55466D",2004-07-08,2004-06-21,2004,8334,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Miles City ","Mix","Mix",2004-07-08,2004-06-21,2004,25000,"Fry",6,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","115679374A",2004-07-20,2004-07-08,2004,8334,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","1F47606357",2004-07-20,2004-07-08,2004,8333,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","220F0F7677",2004-07-20,2004-07-08,2004,8333,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","115679374A",2004-07-23,2004-07-08,2004,1000,"Fry",1,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","1F47606357",2004-07-23,2004-07-08,2004,14665,"Fry",4,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","220F0F7677",2004-07-23,2004-07-08,2004,9335,"Fry",2,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","115679374A",2004-07-27,2004-07-08,2004,2880,"Fry",1,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","1F47606357",2004-07-27,2004-07-08,2004,18500,"Fry",4,2
NA,NA,NA,NA,"Larval Drift Site","Garrison","454910202B","220F0F7677",2004-07-27,2004-07-08,2004,3620,"Fry",1,2
"H-Yellow",NA,NA,"PIT Tag","Culbertson","Miles City ","7F7F054855","115669540A",2004-08-09,2003-06-24,2003,171,"Yearling",171,2
"H-Yellow",NA,NA,"PIT Tag","Culbertson","Miles City ","7F7F054855","115675486A",2004-08-09,2003-06-24,2003,156,"Yearling",156,2
"H-Yellow",NA,NA,"PIT Tag","Culbertson","Miles City ","132256586A","132114552A",2004-08-09,2003-06-24,2003,120,"Yearling",120,2
"H-Yellow",NA,NA,"PIT Tag","Culbertson","Miles City ","132256586A","132157621A",2004-08-09,2003-06-24,2003,76,"Yearling",76,2
"H-Yellow",NA,NA,"PIT Tag","Intake","Miles City ","7F7F054855","115669540A",2004-08-09,2003-06-24,2003,74,"Yearling",74,2
"H-Yellow",NA,NA,"PIT Tag","Intake","Miles City ","7F7F054855","115675486A",2004-08-09,2003-06-24,2003,157,"Yearling",157,2
"H-Yellow",NA,NA,"PIT Tag","Intake","Miles City ","132256586A","132114552A",2004-08-09,2003-06-24,2003,116,"Yearling",116,2
"H-Yellow",NA,NA,"PIT Tag","Sidney","Miles City ","7F7F054855","115669540A",2004-08-09,2003-06-24,2003,32,"Yearling",32,2
"H-Yellow",NA,NA,"PIT Tag","Sidney","Miles City ","7F7F054855","115675486A",2004-08-09,2003-06-24,2003,155,"Yearling",155,2
"H-Yellow",NA,NA,"PIT Tag","Sidney","Miles City ","132256586A","132114552A",2004-08-09,2003-06-24,2003,111,"Yearling",111,2
"H-Yellow",NA,NA,"PIT Tag","Sidney","Miles City ","132256586A","132157621A",2004-08-09,2003-06-24,2003,31,"Yearling",31,2
"H-Yellow",NA,NA,"PIT Tag","Wolf Point","Miles City ","7F7F054855","115669540A",2004-08-09,2003-06-24,2003,74,"Yearling",74,2
"H-Yellow",NA,NA,"PIT Tag","Wolf Point","Miles City ","7F7F054855","115675486A",2004-08-09,2003-06-24,2003,185,"Yearling",185,2
"H-Yellow",NA,NA,"PIT Tag","Wolf Point","Miles City ","132256586A","132114552A",2004-08-09,2003-06-24,2003,120,"Yearling",120,2
"H-Yellow",NA,NA,"PIT Tag/Radio","Sidney","Miles City ","7F7F054855","115669540A",2004-08-24,2003-06-24,2003,9,"Yearling",9,2
"H-Yellow",NA,NA,"PIT Tag/Radio","Sidney","Miles City ","7F7F054855","115675486A",2004-08-24,2003-06-24,2003,52,"Yearling",52,2
"H-Yellow",NA,NA,"PIT Tag/Radio","Sidney","Miles City ","132256586A","132114552A",2004-08-26,2003-06-24,2003,7,"Yearling",7,2
NA,"Red",NA,"CWT","Culbertson","Garrison","114476216A","1F4A312640",2004-09-10,2004-06-21,2004,681,"Fingerling",170,2
NA,"Red",NA,"CWT","Culbertson","Garrison","114476216A","1F4A4B5973",2004-09-10,2004-06-21,2004,150,"Fingerling",38,2
NA,"Red",NA,"CWT","Culbertson","Garrison","114476216A","430E452777",2004-09-10,2004-06-21,2004,1700,"Fingerling",425,2
NA,"Red",NA,"CWT","Culbertson","Garrison","114476216A","7F7D487531",2004-09-10,2004-06-21,2004,75,"Fingerling",19,2
NA,"Red",NA,"CWT","Culbertson","Garrison","114476216A","7F7E55466D",2004-09-10,2004-06-21,2004,1213,"Fingerling",303,2
NA,"Red",NA,"CWT","Sidney","Garrison","114476216A","1F4A312640",2004-09-10,2004-06-21,2004,443,"Fingerling",111,2
NA,"Red",NA,"CWT","Sidney","Garrison","114476216A","1F4A4B5973",2004-09-10,2004-06-21,2004,150,"Fingerling",38,2
NA,"Red",NA,"CWT","Sidney","Garrison","114476216A","430E452777",2004-09-10,2004-06-21,2004,941,"Fingerling",235,2
NA,"Red",NA,"CWT","Sidney","Garrison","114476216A","7F7D487531",2004-09-10,2004-06-21,2004,75,"Fingerling",19,2
NA,"Red",NA,"CWT","Sidney","Garrison","114476216A","7F7E55466D",2004-09-10,2004-06-21,2004,1382,"Fingerling",346,2
NA,"Red",NA,"CWT","Wolf Point","Garrison","114476216A","1F4A312640",2004-09-10,2004-06-21,2004,681,"Fingerling",170,2
NA,"Red",NA,"CWT","Wolf Point","Garrison","114476216A","1F4A4B5973",2004-09-10,2004-06-21,2004,150,"Fingerling",38,2
NA,"Red",NA,"CWT","Wolf Point","Garrison","114476216A","430E452777",2004-09-10,2004-06-21,2004,1750,"Fingerling",438,2
NA,"Red",NA,"CWT","Wolf Point","Garrison","114476216A","7F7D487531",2004-09-10,2004-06-21,2004,309,"Fingerling",77,2
NA,"Red",NA,"CWT","Wolf Point","Garrison","114476216A","7F7E55466D",2004-09-10,2004-06-21,2004,1150,"Fingerling",288,2
NA,"Red",NA,"CWT","Mouth of Milk","Garrison","454910202B","115679374A",2004-10-15,2004-07-08,2004,1200,"Adv. Fing.",600,2
NA,"Red",NA,"CWT","Mouth of Milk","Garrison","454910202B","1F47606357",2004-10-15,2004-07-08,2004,1200,"Adv. Fing.",600,2
NA,"Red",NA,"CWT","Mouth of Milk","Garrison","454910202B","220F0F7677",2004-10-15,2004-07-08,2004,1082,"Adv. Fing.",541,2
NA,"Red",NA,"CWT","Intake","Garrison","114476216A","1F477B3A65",2004-11-18,2004-06-21,2004,353,"Adv. Fing.",177,2
NA,"Red",NA,"CWT","Intake","Garrison","114476216A","430E452777",2004-11-18,2004-06-21,2004,482,"Adv. Fing.",241,2
NA,"Red",NA,"CWT","Intake","Garrison","115551683A","7F7D437250",2004-11-18,2004-06-29,2004,107,"Adv. Fing.",54,2
NA,"Red",NA,"CWT","Intake","Garrison","454910202B","115679374A",2004-11-18,2004-07-08,2004,293,"Adv. Fing.",147,2
NA,"Red",NA,"CWT","Intake","Garrison","454910202B","1F47606357",2004-11-18,2004-07-08,2004,577,"Adv. Fing.",289,2
NA,"Red",NA,"CWT","Intake","Garrison","454910202B","220F0F7677",2004-11-18,2004-07-08,2004,172,"Adv. Fing.",86,2
NA,"Red",NA,"CWT","Intake","Garrison","454B380D60","7F7D376F73",2004-11-18,2004-07-08,2004,83,"Adv. Fing.",42,2
NA,"Red",NA,"CWT","Intake","Garrison","115559532A","7F7F065834",2004-11-18,2004-07-08,2004,118,"Adv. Fing.",59,2
NA,"Red",NA,"CWT","Intake","Garrison","454B380D60","7F7F065834",2004-11-18,2004-07-08,2004,292,"Adv. Fing.",146,2
"Red","Orange",NA,"CWT","Culbertson","Miles City ","115551683A","115552116A",2005-04-12,2004-06-29,2004,68,"Yearling",68,2
"Red","Orange",NA,"CWT","Culbertson","Miles City ","115551683A","7F7D437250",2005-04-12,2004-06-29,2004,36,"Yearling",36,2
"Red","Yellow",NA,"CWT","Intake","Miles City ","115551683A","115552116A",2005-04-12,2004-06-29,2004,75,"Yearling",75,2
"Red","Yellow",NA,"CWT","Intake","Miles City ","115551683A","7F7D437250",2005-04-12,2004-06-29,2004,33,"Yearling",33,2
"Red","Pink",NA,"CWT","Wolf Point","Miles City ","115551683A","115552116A",2005-04-12,2004-06-29,2004,65,"Yearling",65,2
"Red","Pink",NA,"CWT","Wolf Point","Miles City ","115551683A","7F7D437250",2005-04-12,2004-06-29,2004,31,"Yearling",31,2
"Red","Orange",NA,"CWT","Culbertson","Miles City ","454B380D60","220F0F7677",2005-04-12,2004-07-08,2004,8,"Yearling",8,2
"Red","Orange",NA,"CWT","Culbertson","Miles City ","454B380D60","7F7D376F73",2005-04-12,2004-07-08,2004,5,"Yearling",5,2
"Red","Orange",NA,"CWT","Culbertson","Miles City ","454B380D60","7F7F065834",2005-04-12,2004-07-08,2004,68,"Yearling",68,2
"Red","Orange",NA,"CWT","Culbertson","Miles City ","454B380D60","7F7F065834",2005-04-12,2004-07-08,2004,103,"Yearling",103,2
"Red","Yellow",NA,"CWT","Intake","Miles City ","454B380D60","220F0F7677",2005-04-12,2004-07-08,2004,8,"Yearling",8,2
"Red","Yellow",NA,"CWT","Intake","Miles City ","454B380D60","7F7D376F73",2005-04-12,2004-07-08,2004,5,"Yearling",5,2
"Red","Yellow",NA,"CWT","Intake","Miles City ","454B380D60","7F7F065834",2005-04-12,2004-07-08,2004,75,"Yearling",75,2
"Red","Yellow",NA,"CWT","Intake","Miles City ","454B380D60","7F7F065834",2005-04-12,2004-07-08,2004,113,"Yearling",113,2
"Red","Pink",NA,"CWT","Wolf Point","Miles City ","454B380D60","220F0F7677",2005-04-12,2004-07-08,2004,7,"Yearling",7,2
"Red","Pink",NA,"CWT","Wolf Point","Miles City ","454B380D60","7F7D376F73",2005-04-12,2004-07-08,2004,6,"Yearling",6,2
"Red","Pink",NA,"CWT","Wolf Point","Miles City ","454B380D60","7F7F065834",2005-04-12,2004-07-08,2004,65,"Yearling",65,2
"Red","Pink",NA,"CWT","Wolf Point","Miles City ","454B380D60","7F7F065834",2005-04-12,2004-07-08,2004,97,"Yearling",97,2
"Red","H-Yellow",NA,"PIT Tag","Intake","Bozeman","132211792A","1F4A312640",2005-08-19,2004-07-08,2004,12,"Yearling",12,2
"Red","H-Yellow",NA,"PIT Tag","Intake","Bozeman","132211792A","1F4A3E1445",2005-08-19,2004-07-08,2004,138,"Yearling",138,2
"Red","H-Yellow",NA,"PIT Tag","Intake","Bozeman","132211792A","7F7D487531",2005-08-19,2004-07-08,2004,25,"Yearling",25,2
NA,NA,NA,"Radio Tag","Forsyth","Miles City",NA,NA,2005-09-13,2004-07-08,2004,50,"Yearling",50,2
NA,NA,NA,"Radio Tag","Intake","Miles City",NA,NA,2005-09-13,2004-07-08,2004,50,"Yearling",50,2
"Yellow","Purple",NA,"CWT","Brockton","Bozeman","132213574A","7F7B023253",2005-10-05,2005-07-20,2005,229,"Adv. Fing.",115,2
"Yellow","Orange",NA,"CWT","Culbertson","Bozeman","132213574A","7F7B023253",2005-10-05,2005-07-20,2005,226,"Adv. Fing.",113,2
"Yellow","Yellow",NA,"CWT","Intake","Bozeman","132213574A","1F482F3F2B",2005-10-05,2005-07-20,2005,104,"Adv. Fing.",52,2
"Yellow","Yellow",NA,"CWT","Intake","Bozeman","132213574A","7F7B023253",2005-10-05,2005-07-20,2005,352,"Adv. Fing.",176,2
"Yellow","Blue",NA,"CWT","Milk River","Bozeman","132213574A","7F7B023253",2005-10-05,2005-07-20,2005,232,"Adv. Fing.",116,2
"Yellow","Red",NA,"CWT","Sidney","Bozeman","132213574A","7F7B023253",2005-10-05,2005-07-20,2005,122,"Adv. Fing.",61,2
"Yellow","Pink",NA,"CWT","Wolf Point","Bozeman","132213574A","1F482F3F2B",2005-10-05,2005-07-20,2005,153,"Adv. Fing.",77,2
"Yellow","Pink",NA,"CWT","Wolf Point","Bozeman","132213574A","7F7B023253",2005-10-05,2005-07-20,2005,230,"Adv. Fing.",115,2
"Yellow","H-Orange",NA,"CWT","Culbertson","Garrison","4443240458","115633183A",2005-10-13,2005-06-09,2005,275,"Adv. Fing.",138,2
