"RIGHT","LEFT","SCUTE.REMOVED","PIT.TAG/CWT/FLOY","STOCKING.LOCATION","HATCHERY","FEMALE","MALE","STOCK.DATE","SPAWN.DATE","YEAR.CLASS","NUMBERS.STOCKED","AGE.AT.STOCKING","YEARLING.EQUIVALENTS","RPMA"
NA,NA,NA,"PIT Tag","Bellevue","Garrison","116224546A","220F107A6F",2003-07-16,2002-06-22,2002,556,"Yearling",556,4
NA,NA,NA,"PIT Tag","Bellevue","Garrison","116224546A","452A4E1F15",2003-07-16,2002-06-22,2002,382,"Yearling",382,4
NA,NA,NA,"PIT Tag","Boonville","Garrison","116224546A","116167123A",2003-07-16,2002-06-22,2002,399,"Yearling",399,4
NA,NA,NA,"PIT Tag","Boonville","Garrison","116224546A","1F477B3A65",2003-07-16,2002-06-22,2002,245,"Yearling",245,4
NA,NA,NA,"PIT Tag","Boonville","Garrison","116224546A","220F107A6F",2003-07-16,2002-06-22,2002,470,"Yearling",470,4
NA,NA,NA,"PIT Tag","Boonville","Garrison","116224546A","452A4E1F15",2003-07-16,2002-06-22,2002,327,"Yearling",327,4
NA,NA,NA,"PIT Tag","Mullberry Bend","Garrison","116224546A","116167123A",2003-07-16,2002-06-22,2002,520,"Yearling",520,4
NA,NA,NA,"PIT Tag","Mullberry Bend","Garrison","116224546A","1F477B3A65",2003-07-16,2002-06-22,2002,578,"Yearling",578,4
NA,NA,NA,"PIT Tag","Mullberry Bend","Garrison","116224546A","220F107A6F",2003-07-16,2002-06-22,2002,575,"Yearling",575,4
NA,NA,NA,"PIT Tag","Mullberry Bend","Garrison","116224546A","452A4E1F15",2003-07-16,2002-06-22,2002,396,"Yearling",396,4
"Red","Yellow",NA,"PIT Tag","Bellevue","Gavins Point","116224546A","1F477B3A65",2003-09-04,2002-06-22,2002,125,"Yearling",125,4
"Red","Yellow",NA,"PIT Tag","Bellevue","Gavins Point","116224546A","1F4A27214F",2003-09-04,2002-06-22,2002,115,"Yearling",115,4
"Red","Yellow",NA,"PIT Tag","Bellevue","Gavins Point","116224546A","220F107A6F",2003-09-04,2002-06-22,2002,175,"Yearling",175,4
"Red","Yellow",NA,"PIT Tag","Bellevue","Gavins Point","116224546A","452A4E1F15",2003-09-04,2002-06-22,2002,85,"Yearling",85,4
"Red","Yellow",NA,"PIT Tag","Boonville","Gavins Point","116224546A","1F477B3A65",2003-09-04,2002-06-22,2002,133,"Yearling",133,4
"Red","Yellow",NA,"PIT Tag","Boonville","Gavins Point","116224546A","1F4A27214F",2003-09-04,2002-06-22,2002,130,"Yearling",130,4
"Red","Yellow",NA,"PIT Tag","Boonville","Gavins Point","116224546A","220F107A6F",2003-09-04,2002-06-22,2002,179,"Yearling",179,4
"Red","Yellow",NA,"PIT Tag","Boonville","Gavins Point","116224546A","452A4E1F15",2003-09-04,2002-06-22,2002,92,"Yearling",92,4
"Red","Yellow",NA,"PIT Tag","Mullberry Bend","Gavins Point","116224546A","1F477B3A65",2003-09-04,2002-06-22,2002,125,"Yearling",125,4
"Red","Yellow",NA,"PIT Tag","Mullberry Bend","Gavins Point","116224546A","1F4A27214F",2003-09-04,2002-06-22,2002,115,"Yearling",115,4
"Red","Yellow",NA,"PIT Tag","Mullberry Bend","Gavins Point","116224546A","220F107A6F",2003-09-04,2002-06-22,2002,175,"Yearling",175,4
"Red","Yellow",NA,"PIT Tag","Mullberry Bend","Gavins Point","116224546A","452A4E1F15",2003-09-04,2002-06-22,2002,85,"Yearling",85,4
"Red","Yellow",NA,"PIT Tag","Bellevue","Neosho","116224546A","1F477B3A65",2003-10-30,2002-06-22,2002,288,"Yearling",288,4
"Red","Yellow",NA,"PIT Tag","Bellevue","Neosho","116224546A","220F107A6F",2003-10-30,2002-06-22,2002,213,"Yearling",213,4
"Red","Yellow",NA,"PIT Tag","Bellevue","Neosho","116224546A","452A4E1F15",2003-10-30,2002-06-22,2002,216,"Yearling",216,4
"Red","Yellow",NA,"PIT Tag","Boonville","Neosho","116224546A","1F477B3A65",2003-10-30,2002-06-22,2002,332,"Yearling",332,4
"Red","Yellow",NA,"PIT Tag","Boonville","Neosho","116224546A","220F107A6F",2003-10-30,2002-06-22,2002,231,"Yearling",231,4
"Red","Yellow",NA,"PIT Tag","Boonville","Neosho","116224546A","452A4E1F15",2003-10-30,2002-06-22,2002,313,"Yearling",313,4
"Red","Yellow",NA,"PIT Tag","Mullberry Bend","Neosho","116224546A","1F477B3A65",2003-10-30,2002-06-22,2002,173,"Yearling",173,4
"Red","Yellow",NA,"PIT Tag","Mullberry Bend","Neosho","116224546A","220F107A6F",2003-10-30,2002-06-22,2002,294,"Yearling",294,4
"Red","Yellow",NA,"PIT Tag","Mullberry Bend","Neosho","116224546A","452A4E1F15",2003-10-30,2002-06-22,2002,199,"Yearling",199,4
"Pink",NA,NA,"CWT","Mullberry Bend","Garrison","7F7F054855","115675486A",2003-11-02,2003-06-24,2003,86,"Fingerling",22,4
"Pink",NA,NA,"CWT","Mullberry Bend","Garrison","132256586A","132114552A",2003-11-02,2003-06-24,2003,62,"Fingerling",16,4
"Pink",NA,NA,"CWT","Mullberry Bend","Garrison","132256586A","132157621A",2003-11-02,2003-06-24,2003,126,"Fingerling",32,4
"Pink",NA,NA,"CWT","Mullberry Bend","Garrison","132256586A","1F47760123",2003-11-02,2003-06-24,2003,282,"Fingerling",71,4
"Pink",NA,NA,"CWT","Mullberry Bend","Garrison","44426F185B","1F521B1E56",2003-11-02,2003-06-25,2003,435,"Fingerling",109,4
"Pink",NA,NA,"CWT","Mullberry Bend","Garrison","44426F185B","7F7D291A07",2003-11-02,2003-06-25,2003,588,"Fingerling",147,4
"Pink",NA,NA,"CWT","Mullberry Bend","Garrison","44426F185B","7F7D365422",2003-11-02,2003-06-25,2003,184,"Fingerling",46,4
"Pink",NA,NA,"CWT ","Bellevue","Garrison","7F7F054855","115669540A",2003-12-02,2003-06-24,2003,61,"Fingerling",15,4
"Pink",NA,NA,"CWT ","Bellevue","Garrison","7F7F054855","115675486A",2003-12-02,2003-06-24,2003,108,"Fingerling",27,4
"Pink",NA,NA,"CWT ","Bellevue","Garrison","132256586A","132114552A",2003-12-02,2003-06-24,2003,50,"Fingerling",13,4
"Pink",NA,NA,"CWT ","Bellevue","Garrison","132256586A","132157621A",2003-12-02,2003-06-24,2003,86,"Fingerling",22,4
"Pink",NA,NA,"CWT ","Bellevue","Garrison","132256586A","1F47760123",2003-12-02,2003-06-24,2003,273,"Fingerling",68,4
"Pink",NA,NA,"CWT ","Boonville","Garrison","7F7F054855","115669540A",2003-12-02,2003-06-24,2003,81,"Fingerling",20,4
"Pink",NA,NA,"CWT ","Boonville","Garrison","7F7F054855","115675486A",2003-12-02,2003-06-24,2003,108,"Fingerling",27,4
"Pink",NA,NA,"CWT ","Boonville","Garrison","132256586A","132114552A",2003-12-02,2003-06-24,2003,51,"Fingerling",13,4
"Pink",NA,NA,"CWT ","Boonville","Garrison","132256586A","132157621A",2003-12-02,2003-06-24,2003,86,"Fingerling",22,4
"Pink",NA,NA,"CWT ","Boonville","Garrison","132256586A","1F47760123",2003-12-02,2003-06-24,2003,271,"Fingerling",68,4
"Pink",NA,NA,"CWT ","Bellevue","Garrison","44426F185B","1F521B1E56",2003-12-02,2003-06-25,2003,415,"Fingerling",104,4
"Pink",NA,NA,"CWT ","Bellevue","Garrison","44426F185B","7F7D291A07",2003-12-02,2003-06-25,2003,597,"Fingerling",149,4
"Pink",NA,NA,"CWT ","Bellevue","Garrison","44426F185B","7F7D365422",2003-12-02,2003-06-25,2003,180,"Fingerling",45,4
"Pink",NA,NA,"CWT ","Boonville","Garrison","44426F185B","1F521B1E56",2003-12-02,2003-06-25,2003,415,"Fingerling",104,4
"Pink",NA,NA,"CWT","Boonville","Garrison","44426F185B","7F7D291A07",2003-12-02,2003-06-25,2003,586,"Fingerling",147,4
"Pink",NA,NA,"CWT ","Boonville","Garrison","44426F185B","7F7D365422",2003-12-02,2003-06-25,2003,180,"Fingerling",45,4
"H-Yellow","H-Yellow",NA,"CWT","Bellevue","Garrison","7F7F054855","115669540A",2004-07-08,2003-06-24,2003,4,"Yearling",4,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","7F7F054855","115669540A",2004-07-08,2003-06-24,2003,36,"Yearling",36,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","7F7F054855","115675486A",2004-07-08,2003-06-24,2003,70,"Yearling",70,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","132256586A","132114552A",2004-07-08,2003-06-24,2003,101,"Yearling",101,4
"H-Yellow","H-Yellow",NA,"CWT","Bellevue","Garrison","132256586A","132157621A",2004-07-08,2003-06-24,2003,16,"Yearling",16,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","132256586A","132157621A",2004-07-08,2003-06-24,2003,105,"Yearling",105,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","7F7F054855","132313521A",2004-07-08,2003-06-24,2003,39,"Yearling",39,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","132256586A","1F47760123",2004-07-08,2003-06-24,2003,71,"Yearling",71,4
"H-Yellow","H-Yellow",NA,"CWT","Boonville","Garrison","7F7F054855","115669540A",2004-07-08,2003-06-24,2003,15,"Yearling",15,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","7F7F054855","115669540A",2004-07-08,2003-06-24,2003,24,"Yearling",24,4
"H-Yellow","H-Yellow",NA,"CWT","Boonville","Garrison","7F7F054855","115675486A",2004-07-08,2003-06-24,2003,4,"Yearling",4,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","7F7F054855","115675486A",2004-07-08,2003-06-24,2003,66,"Yearling",66,4
"H-Yellow","H-Yellow",NA,"CWT","Boonville","Garrison","132256586A","132114552A",2004-07-08,2003-06-24,2003,10,"Yearling",10,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","132256586A","132114552A",2004-07-08,2003-06-24,2003,89,"Yearling",89,4
"H-Yellow","H-Yellow",NA,"CWT","Boonville","Garrison","132256586A","132157621A",2004-07-08,2003-06-24,2003,12,"Yearling",12,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","132256586A","132157621A",2004-07-08,2003-06-24,2003,114,"Yearling",114,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","132256586A","1F47760123",2004-07-08,2003-06-24,2003,71,"Yearling",71,4
"H-Yellow","H-Yellow",NA,"CWT","Leavenworth","Garrison","7F7F054855","115669540A",2004-07-08,2003-06-24,2003,5,"Yearling",5,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","7F7F054855","115669540A",2004-07-08,2003-06-24,2003,28,"Yearling",28,4
"H-Yellow","H-Yellow",NA,"CWT","Leavenworth","Garrison","7F7F054855","115675486A",2004-07-08,2003-06-24,2003,1,"Yearling",1,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","7F7F054855","115675486A",2004-07-08,2003-06-24,2003,65,"Yearling",65,4
"H-Yellow","H-Yellow",NA,"CWT","Leavenworth","Garrison","132256586A","132114552A",2004-07-08,2003-06-24,2003,4,"Yearling",4,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","132256586A","132114552A",2004-07-08,2003-06-24,2003,104,"Yearling",104,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","132256586A","132157621A",2004-07-08,2003-06-24,2003,115,"Yearling",115,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","7F7F054855","132313521A",2004-07-08,2003-06-24,2003,65,"Yearling",65,4
"H-Yellow","H-Yellow",NA,"CWT","Leavenworth","Garrison","132256586A","1F47760123",2004-07-08,2003-06-24,2003,10,"Yearling",10,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","132256586A","1F47760123",2004-07-08,2003-06-24,2003,56,"Yearling",56,4
"H-Yellow","H-Yellow",NA,"CWT","Bellevue","Garrison","44426F185B","1F4A363031",2004-07-08,2003-06-25,2003,3,"Yearling",3,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","44426F185B","1F4A363031",2004-07-08,2003-06-25,2003,34,"Yearling",34,4
"H-Yellow","H-Yellow",NA,"CWT","Bellevue","Garrison","44426F185B","1F521B1E56",2004-07-08,2003-06-25,2003,7,"Yearling",7,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","44426F185B","1F521B1E56",2004-07-08,2003-06-25,2003,62,"Yearling",62,4
"H-Yellow","H-Yellow",NA,"CWT","Bellevue","Garrison","44426F185B","7F7D291A07",2004-07-08,2003-06-25,2003,11,"Yearling",11,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","44426F185B","7F7D291A07",2004-07-08,2003-06-25,2003,37,"Yearling",37,4
"H-Yellow","H-Yellow",NA,"CWT","Bellevue","Garrison","44426F185B","7F7D365422",2004-07-08,2003-06-25,2003,15,"Yearling",15,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Garrison","44426F185B","7F7D365422",2004-07-08,2003-06-25,2003,207,"Yearling",207,4
"H-Yellow","H-Yellow",NA,"CWT","Boonville","Garrison","44426F185B","1F4A363031",2004-07-08,2003-06-25,2003,4,"Yearling",4,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","44426F185B","1F4A363031",2004-07-08,2003-06-25,2003,32,"Yearling",32,4
"H-Yellow","H-Yellow",NA,"CWT","Boonville","Garrison","44426F185B","1F521B1E56",2004-07-08,2003-06-25,2003,6,"Yearling",6,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","44426F185B","1F521B1E56",2004-07-08,2003-06-25,2003,61,"Yearling",61,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","44426F185B","7F7D291A07",2004-07-08,2003-06-25,2003,45,"Yearling",45,4
"H-Yellow","H-Yellow",NA,"CWT","Boonville","Garrison","44426F185B","7F7D365422",2004-07-08,2003-06-25,2003,4,"Yearling",4,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Garrison","44426F185B","7F7D365422",2004-07-08,2003-06-25,2003,217,"Yearling",217,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","44426F185B","1F4A363031",2004-07-08,2003-06-25,2003,37,"Yearling",37,4
"H-Yellow","H-Yellow",NA,"CWT","Leavenworth","Garrison","44426F185B","1F521B1E56",2004-07-08,2003-06-25,2003,6,"Yearling",6,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","44426F185B","1F521B1E56",2004-07-08,2003-06-25,2003,61,"Yearling",61,4
"H-Yellow","H-Yellow",NA,"CWT","Leavenworth","Garrison","44426F185B","7F7D291A07",2004-07-08,2003-06-25,2003,3,"Yearling",3,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","44426F185B","7F7D291A07",2004-07-08,2003-06-25,2003,45,"Yearling",45,4
"H-Yellow","H-Yellow",NA,"CWT","Leavenworth","Garrison","44426F185B","7F7D365422",2004-07-08,2003-06-25,2003,9,"Yearling",9,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Garrison","44426F185B","7F7D365422",2004-07-08,2003-06-25,2003,211,"Yearling",211,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Neosho","7F7F054855",NA,2004-07-30,2003-06-24,2003,242,"Yearling",242,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Neosho","132256586A",NA,2004-07-30,2003-06-24,2003,570,"Yearling",570,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Neosho","132256586A",NA,2004-07-30,2003-06-24,2003,341,"Yearling",341,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Neosho","7F7F054855",NA,2004-07-30,2003-06-24,2003,240,"Yearling",240,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Bellevue","Neosho","44426F185B",NA,2004-07-30,2003-06-25,2003,174,"Yearling",174,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Boonville","Neosho","44426F185B",NA,2004-07-30,2003-06-25,2003,346,"Yearling",346,4
"H-Yellow","H-Yellow",NA,"PIT Tag","Leavenworth","Neosho","44426F185B",NA,2004-07-30,2003-06-25,2003,363,"Yearling",363,4
"Yellow",NA,NA,"PIT Tag","Boyer Chute","Gavins Point","44426F185B","7F7D365422",2004-08-02,2003-06-25,2003,51,"Yearling",51,4
"H-Red",NA,NA,"CWT","Bellevue","Garrison","114476216A","1F4A312640",2004-09-10,2004-07-08,2004,880,"Fingerling",220,4
"H-Red",NA,NA,"CWT","Bellevue","Garrison","114476216A","1F4A4B5973",2004-09-10,2004-07-08,2004,276,"Fingerling",69,4
"H-Red",NA,NA,"CWT","Bellevue","Garrison","114476216A","430E452777",2004-09-10,2004-07-08,2004,2691,"Fingerling",673,4
"H-Red",NA,NA,"CWT","Bellevue","Garrison","114476216A","7F7D487531",2004-09-10,2004-07-08,2004,1221,"Fingerling",305,4
"H-Red",NA,NA,"CWT","Bellevue","Garrison","114476216A","7F7E55466D",2004-09-10,2004-07-08,2004,1566,"Fingerling",392,4
NA,"Red",NA,"CWT","Boonville","Garrison","114476216A","1F4A312640",2004-09-10,2004-07-08,2004,3368,"Fingerling",842,4
NA,"Red",NA,"CWT","Boonville","Garrison","114476216A","1F4A4B5973",2004-09-10,2004-07-08,2004,276,"Fingerling",69,4
NA,"Red",NA,"CWT","Boonville","Garrison","114476216A","430E452777",2004-09-10,2004-07-08,2004,3378,"Fingerling",845,4
NA,"Red",NA,"CWT","Boonville","Garrison","114476216A","7F7D487531",2004-09-10,2004-07-08,2004,1144,"Fingerling",286,4
NA,"Red",NA,"CWT","Boonville","Garrison","114476216A","7F7E55466D",2004-09-10,2004-07-08,2004,1595,"Fingerling",399,4
"Red",NA,NA,"CWT","Leavenworth","Garrison","114476216A","1F4A312640",2004-09-10,2004-07-08,2004,3582,"Fingerling",896,4
"Red",NA,NA,"CWT","Leavenworth","Garrison","114476216A","1F4A4B5973",2004-09-10,2004-07-08,2004,276,"Fingerling",69,4
"Red",NA,NA,"CWT","Leavenworth","Garrison","114476216A","430E452777",2004-09-10,2004-07-08,2004,2603,"Fingerling",651,4
"Red",NA,NA,"CWT","Leavenworth","Garrison","114476216A","7F7D487531",2004-09-10,2004-07-08,2004,1143,"Fingerling",286,4
"Red",NA,NA,"CWT","Leavenworth","Garrison","114476216A","7F7E55466D",2004-09-10,2004-07-08,2004,1566,"Fingerling",392,4
NA,"Red",NA,"CWT","Boonville","Garrison","454910202B","115679374A",2004-10-08,2004-07-08,2004,275,"Fingerling",69,4
NA,"Red",NA,"CWT","Boonville","Garrison","454910202B","1F47606357",2004-10-08,2004-07-08,2004,1318,"Fingerling",330,4
NA,"Red",NA,"CWT","Boonville","Garrison","454910202B","220F0F7677",2004-10-08,2004-07-08,2004,606,"Fingerling",152,4
"Red",NA,NA,"CWT","Leavenworth","Garrison","454910202B","115679374A",2004-10-08,2004-07-08,2004,561,"Fingerling",140,4
"Red",NA,NA,"CWT","Leavenworth","Garrison","454910202B","1F47606357",2004-10-08,2004-07-08,2004,1450,"Fingerling",363,4
"Red",NA,NA,"CWT","Leavenworth","Garrison","454910202B","220F0F7677",2004-10-08,2004-07-08,2004,853,"Fingerling",213,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","115551683A","115552116A",2005-04-22,2004-06-29,2004,82,"Yearling",82,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","115551683A","7F7D3C555D",2005-04-22,2004-06-29,2004,142,"Yearling",142,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","115551683A","7F7D3C555D",2005-04-22,2004-06-29,2004,78,"Yearling",78,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","7F7F066452","114473737A",2005-04-22,2004-07-08,2004,9,"Yearling",9,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","454910202B","115679374A",2005-04-22,2004-07-08,2004,70,"Yearling",70,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","454910202B","1F47606357",2005-04-22,2004-07-08,2004,198,"Yearling",198,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","454910202B","1F47606357",2005-04-22,2004-07-08,2004,27,"Yearling",27,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","114476216A","1F477B3A65",2005-04-22,2004-07-08,2004,14,"Yearling",14,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","114476216A","1F477B3A65",2005-04-22,2004-07-08,2004,28,"Yearling",28,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","114476216A","1F4A27214F",2005-04-22,2004-07-08,2004,4,"Yearling",4,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","114476216A","1F4A27214F",2005-04-22,2004-07-08,2004,7,"Yearling",7,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","114476216A","1F4A312640",2005-04-22,2004-07-08,2004,224,"Yearling",224,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","114476216A","1F4A312640",2005-04-22,2004-07-08,2004,2,"Yearling",2,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","454B380D60","1F4A3E1445",2005-04-22,2004-07-08,2004,70,"Yearling",70,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","114476216A","1F4A4B5973",2005-04-22,2004-07-08,2004,25,"Yearling",25,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","454910202B","220F0F7677",2005-04-22,2004-07-08,2004,294,"Yearling",294,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","114476216A","220F107A6F",2005-04-22,2004-07-08,2004,12,"Yearling",12,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","114476216A","220F107A6F",2005-04-22,2004-07-08,2004,12,"Yearling",12,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","114476216A","430E452777",2005-04-22,2004-07-08,2004,80,"Yearling",80,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","114476216A","430E452777",2005-04-22,2004-07-08,2004,39,"Yearling",39,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","114476216A","431565767B",2005-04-22,2004-07-08,2004,19,"Yearling",19,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","115555495A","431565767B",2005-04-22,2004-07-08,2004,340,"Yearling",340,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","454B380D60","7F7D376F73",2005-04-22,2004-07-08,2004,109,"Yearling",109,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","454B380D60","7F7D376F73",2005-04-22,2004-07-08,2004,8,"Yearling",8,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","114476216A","7F7D487531",2005-04-22,2004-07-08,2004,4,"Yearling",4,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","114476216A","7F7D487531",2005-04-22,2004-07-08,2004,7,"Yearling",7,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","114476216A","7F7E55466D",2005-04-22,2004-07-08,2004,80,"Yearling",80,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","114476216A","7F7E55466D",2005-04-22,2004-07-08,2004,55,"Yearling",55,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","454B380D60","7F7F065834",2005-04-22,2004-07-08,2004,51,"Yearling",51,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","454B380D60","7F7F065834",2005-04-22,2004-07-08,2004,40,"Yearling",40,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","7F7F066452","7F7F065834",2005-04-22,2004-07-08,2004,103,"Yearling",103,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","MIX","MIX",2005-04-22,2004-07-08,2004,151,"Yearling",151,4
NA,"H-Red",NA,"PIT Tag","Sioux City","Garrison","1F5330401E",NA,2005-04-22,2004-07-08,2004,109,"Yearling",109,4
NA,"H-Red",NA,"CWT","Sioux City","Garrison","1F5330401E",NA,2005-04-22,2004-07-08,2004,65,"Yearling",65,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","115551683A","115552116A",2005-04-25,2004-06-29,2004,37,"Yearling",37,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","115551683A","7F7D3C555D",2005-04-25,2004-06-29,2004,86,"Yearling",86,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","7F7F066452","114473737A",2005-04-25,2004-07-08,2004,7,"Yearling",7,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","454910202B","115679374A",2005-04-25,2004-07-08,2004,157,"Yearling",157,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","454910202B","1F47606357",2005-04-25,2004-07-08,2004,121,"Yearling",121,4
"H-Red",NA,NA,"CWT","Kansas City","Garrison","454910202B","1F47606357",2005-04-25,2004-07-08,2004,27,"Yearling",27,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","1F477B3A65",2005-04-25,2004-07-08,2004,4,"Yearling",4,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","1F4A27214F",2005-04-25,2004-07-08,2004,3,"Yearling",3,4
"H-Red",NA,NA,"CWT","Kansas City","Garrison","114476216A","1F4A27214F",2005-04-25,2004-07-08,2004,3,"Yearling",3,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","1F4A312640",2005-04-25,2004-07-08,2004,323,"Yearling",323,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","454B380D60","1F4A3E1445",2005-04-25,2004-07-08,2004,17,"Yearling",17,4
"H-Red",NA,NA,"CWT","Kansas City","Garrison","454B380D60","1F4A3E1445",2005-04-25,2004-07-08,2004,34,"Yearling",34,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","1F4A4B5973",2005-04-25,2004-07-08,2004,31,"Yearling",31,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","454910202B","220F0F7677",2005-04-25,2004-07-08,2004,264,"Yearling",264,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","220F107A6F",2005-04-25,2004-07-08,2004,10,"Yearling",10,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","430E452777",2005-04-25,2004-07-08,2004,196,"Yearling",196,4
"H-Red",NA,NA,"CWT","Kansas City","Garrison","114476216A","430E452777",2005-04-25,2004-07-08,2004,39,"Yearling",39,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","431565767B",2005-04-25,2004-07-08,2004,17,"Yearling",17,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","115555495A","431565767B",2005-04-25,2004-07-08,2004,33,"Yearling",33,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","454B380D60","7F7D376F73",2005-04-25,2004-07-08,2004,42,"Yearling",42,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","7F7D487531",2005-04-25,2004-07-08,2004,6,"Yearling",6,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","114476216A","7F7E55466D",2005-04-25,2004-07-08,2004,122,"Yearling",122,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","454B380D60","7F7F065834",2005-04-25,2004-07-08,2004,182,"Yearling",182,4
"H-Red",NA,NA,"PIT Tag","Kansas City","Garrison","7F7F066452","7F7F065834",2005-04-25,2004-07-08,2004,29,"Yearling",29,4
