"Date","No.Act","Alt1","Alt.1a","Alt.1b","Alt.2","Alt.2a","Alt.2b"
1935-01-25,9400,9400,9400,9400,9400,9400,9400
1935-01-26,9400,9400,9400,9400,9400,9400,9400
1935-01-27,9400,9400,9400,9400,9400,9400,9400
1935-01-28,9400,9400,9400,9400,9400,9400,9400
1935-01-29,9400,9400,9400,9400,9400,9400,9400
1935-01-30,9400,9400,9400,9400,9400,9400,9400
1935-01-31,9400,9400,9400,9400,9400,9400,9400
1935-02-01,9400,9400,9400,9400,9400,9400,9400
1935-02-02,9400,9400,9400,9400,9400,9400,9400
1935-02-03,9400,9400,9400,9400,9400,9400,9400
1935-02-04,9400,9400,9400,9400,9400,9400,9400
1935-02-05,9400,9400,9400,9400,9400,9400,9400
1935-02-06,9400,9400,9400,9400,9400,9400,9400
1935-02-07,9400,9400,9400,9400,9400,9400,9400
1935-02-08,9400,9400,9400,9400,9400,9400,9400
1935-02-09,9400,9400,9400,9400,9400,9400,9400
1935-02-10,9400,9400,9400,9400,9400,9400,9400
1935-02-11,9400,9400,9400,9400,9400,9400,9400
1935-02-12,9400,9400,9400,9400,9400,9400,9400
1935-02-13,9400,9400,9400,9400,9400,9400,9400
1935-02-14,9400,9400,9400,9400,9400,9400,9400
1935-02-15,9400,9400,9400,9400,9400,9400,9400
1935-02-16,9400,9400,9400,9400,9400,9400,9400
1935-02-17,9400,9400,9400,9400,9400,9400,9400
1935-02-18,9400,9400,9400,9400,9400,9400,9400
1935-02-19,9400,9400,9400,9400,9400,9400,9400
1935-02-20,9400,9400,9400,9400,9400,9400,9400
1935-02-21,9400,9400,9400,9400,9400,9400,9400
1935-02-22,9400,9400,9400,9400,9400,9400,9400
1935-02-23,9400,9400,9400,9400,9400,9400,9400
1935-02-24,9400,9400,9400,9400,9400,9400,9400
1935-02-25,9400,9400,9400,9400,9400,9400,9400
1935-02-26,9400,9400,9400,9400,9400,9400,9400
1935-02-27,9400,9400,9400,9400,9400,9400,9400
1935-02-28,6400,6400,6400,6400,6400,6400,6400
1935-03-01,3400,3400,3400,3400,3400,3400,3400
1935-03-02,3000,3000,3000,3000,3000,3000,3000
1935-03-03,3000,3000,3000,3000,3000,3000,3000
1935-03-04,3500,3500,3500,3500,3500,3500,3500
1935-03-05,3500,3500,3500,3500,3500,3500,3500
1935-03-06,3000,3000,3000,3000,3000,3000,3000
1935-03-07,3000,3000,3000,3000,3000,3000,3000
1935-03-08,3000,3000,3000,3000,3000,3000,3000
1935-03-09,3000,3000,3000,3000,3000,3000,3000
1935-03-10,3000,3000,3000,3000,3000,3000,3000
1935-03-11,3000,3000,3000,3000,3000,3000,3000
1935-03-12,3000,3000,3000,3000,3000,3000,3000
1935-03-13,3000,3000,3000,3000,3000,3000,3000
1935-03-14,3000,3000,3000,3000,3000,3000,3000
1935-03-15,4000,4000,4000,4000,4000,4000,4000
1935-03-16,4500,4500,4500,4500,4500,4500,4500
1935-03-17,4500,4500,4500,4500,4500,4500,4500
1935-03-18,4000,4000,4000,4000,4000,4000,4000
1935-03-19,3000,3000,3000,3000,3000,3000,3000
1935-03-20,3000,3000,3000,3000,3000,3000,3000
1935-03-21,3000,3000,3000,3000,3000,3000,3000
1935-03-22,3000,3000,3000,3000,3000,3000,3000
1935-03-23,3000,3000,3000,3000,3000,3000,3000
1935-03-24,3000,3000,3000,3000,3000,3000,3000
1935-03-25,3000,3000,3000,3000,3000,3000,3000
1935-03-26,3000,3000,3000,3000,3000,3000,3000
1935-03-27,3000,3000,3000,3000,3000,3000,3000
1935-03-28,3000,3000,3000,3000,3000,3000,3000
1935-03-29,3000,3000,3000,3000,3000,3000,3000
1935-03-30,3000,3000,3000,3000,3000,3000,3000
1935-03-31,3000,3000,3000,3000,3000,3000,3000
1935-04-01,3000,3000,3000,3000,3000,3000,3000
1935-04-02,3000,3000,3000,3000,3000,3000,3000
1935-04-03,3000,3000,3000,3000,3000,3000,3000
1935-04-04,3000,3000,3000,3000,3000,3000,3000
1935-04-05,3000,3000,3000,3000,3000,3000,3000
1935-04-06,3000,3000,3000,3000,3000,3000,3000
1935-04-07,3000,3000,3000,3000,3000,3000,3000
1935-04-08,3000,3000,3000,3000,3000,3000,3000
1935-04-09,3000,3000,3000,3000,3000,3000,3000
1935-04-10,3000,3000,3000,3000,3000,3000,3000
1935-04-11,3000,3000,3000,3000,3000,3000,3000
1935-04-12,3000,3000,3000,3000,3000,3000,3000
1935-04-13,3000,3000,3000,3000,3000,3000,3000
1935-04-14,3000,3000,3000,3000,3000,3000,3000
1935-04-15,3000,3000,3000,3000,3000,3000,3000
1935-04-16,3000,3000,3000,3000,3000,3000,3000
1935-04-17,3000,3000,3000,3000,3000,3000,3000
1935-04-18,3000,3000,3000,3000,3000,3000,3000
1935-04-19,3000,3000,3000,3000,3000,3000,3000
1935-04-20,3000,3000,3000,3000,3000,3000,3000
1935-04-21,3000,3000,3000,3000,3000,3000,3000
1935-04-22,3000,3000,3000,3000,3000,3000,3000
1935-04-23,3000,3000,3000,3000,3000,3000,3000
1935-04-24,3000,3000,3000,3000,3000,3000,3000
1935-04-25,3000,3000,3000,3000,3000,3000,3000
1935-04-26,3000,3000,3000,3000,3000,3000,3000
1935-04-27,3000,3000,3000,3000,3000,3000,3000
1935-04-28,3000,3000,3000,3000,3000,3000,3000
1935-04-29,3000,3000,3000,3000,3000,3000,3000
1935-04-30,3000,3000,3000,3000,3000,3000,3000
1935-05-01,3000,3000,3000,3000,3000,3000,3000
1935-05-02,5000,5000,5000,5000,5000,5000,5000
1935-05-03,4000,4000,4000,4000,4000,4000,4000
1935-05-04,4000,4000,4000,4000,4000,4000,4000
1935-05-05,5000,5000,5000,5000,5000,5000,5000
1935-05-06,5000,5000,5000,5000,5000,5000,5000
1935-05-07,5000,5000,5000,5000,5000,5000,5000
1935-05-08,5000,5000,5000,5000,5000,5000,5000
1935-05-09,5000,5000,5000,5000,5000,5000,5000
1935-05-10,4500,4500,4500,4500,4500,4500,4500
1935-05-11,4500,4500,4500,4500,4500,4500,4500
1935-05-12,4500,4500,4500,4500,4500,4500,4500
1935-05-13,4500,4500,4500,4500,4500,4500,4500
1935-05-14,6500,6500,6500,6500,6500,6500,6500
1935-05-15,7000,7000,7000,7000,7000,7000,7000
1935-05-16,7000,7000,7000,7000,7000,7000,7000
1935-05-17,7000,7000,7000,7000,7000,7000,7000
1935-05-18,7000,7000,7000,7000,7000,7000,7000
1935-05-19,6500,6500,6500,6500,6500,6500,6500
1935-05-20,7000,7000,7000,7000,7000,7000,7000
1935-05-21,7000,7000,7000,7000,7000,7000,7000
1935-05-22,7000,7000,7000,7000,7000,7000,7000
1935-05-23,7000,7000,7000,7000,7000,7000,7000
1935-05-24,7000,7000,7000,7000,7000,7000,7000
1935-05-25,7000,7000,7000,7000,7000,7000,7000
1935-05-26,6500,6500,6500,6500,6500,6500,6500
1935-05-27,7000,7000,7000,7000,7000,7000,7000
1935-05-28,7000,7000,7000,7000,7000,7000,7000
1935-05-29,7000,7000,7000,7000,7000,7000,7000
1935-05-30,7000,7000,7000,7000,7000,7000,7000
1935-05-31,7000,7000,7000,7000,7000,7000,7000
1935-06-01,7500,7500,7500,7000,7500,7500,7000
1935-06-02,7500,7500,7500,7000,7500,7500,7000
1935-06-03,7000,7000,7000,6500,7000,7000,6500
1935-06-04,7500,7500,7500,7000,7500,7500,7000
1935-06-05,7500,7500,7500,7000,7500,7500,7000
1935-06-06,7500,7500,7500,7000,7500,7500,7000
1935-06-07,7000,7000,7000,6500,7000,7000,6500
1935-06-08,6500,6500,6500,6500,6500,6500,6500
1935-06-09,7000,7000,7000,6500,7000,7000,6500
1935-06-10,7000,7000,7000,6500,7000,7000,6500
1935-06-11,7500,7500,7500,7000,7500,7500,7000
1935-06-12,7500,7500,7500,7000,7500,7500,7000
1935-06-13,7500,7500,7500,7000,7500,7500,7000
1935-06-14,7000,7000,7000,7000,7000,7000,7000
1935-06-15,7000,7000,7000,7000,7000,7000,7000
1935-06-16,7000,7000,7000,7000,7000,7000,7000
1935-06-17,7000,7000,7000,7000,7000,7000,7000
1935-06-18,7000,7000,7000,7000,7000,7000,7000
1935-06-19,7000,7000,7000,7000,7000,7000,7000
1935-06-20,7000,7000,7000,7000,7000,7000,7000
1935-06-21,7000,7000,7000,7000,7000,7000,7000
1935-06-22,7000,7000,7000,7000,7000,7000,7000
1935-06-23,7000,7000,7000,7000,7000,7000,7000
1935-06-24,7000,7000,7000,7000,7000,7000,7000
1935-06-25,6500,6500,6500,6500,6500,6500,6500
1935-06-26,6500,6500,6500,6500,6500,6500,6500
1935-06-27,7000,7000,7000,7000,7000,7000,7000
1935-06-28,6500,6500,6500,6500,6500,6500,6500
1935-06-29,6500,6500,6500,6500,6500,6500,6500
1935-06-30,6500,6500,6500,6500,6500,6500,6500
1935-07-01,7000,7000,7000,7000,7000,7000,7000
1935-07-02,7000,7000,7000,7000,7000,7000,7000
1935-07-03,7000,7000,7000,7000,7000,7000,7000
1935-07-04,7000,7000,7000,7000,7000,7000,7000
1935-07-05,7000,7000,7000,7000,7000,7000,7000
1935-07-06,6500,6500,6500,6500,6500,6500,6500
1935-07-07,6500,6500,6500,6500,6500,6500,6500
1935-07-08,6000,6000,6000,6000,6000,6000,6000
1935-07-09,7000,7000,7000,7000,7000,7000,7000
1935-07-10,7000,7000,7000,7000,7000,7000,7000
1935-07-11,6000,6000,6000,6000,6000,6000,6000
1935-07-12,5000,5000,5000,5000,5000,5000,5000
1935-07-13,5000,5000,5000,5000,5000,5000,5000
1935-07-14,5000,5000,5000,5000,5000,5000,5000
1935-07-15,5500,5500,5500,5500,5500,5500,5500
1935-07-16,6000,6000,6000,6000,6000,6000,6000
1935-07-17,5500,5500,5500,5500,5500,5500,5500
1935-07-18,6500,6500,6500,6500,6500,6500,6500
1935-07-19,6500,6500,6500,6500,6500,6500,6500
1935-07-20,6500,6500,6500,6500,6500,6500,6500
1935-07-21,6500,6500,6500,6500,6500,6500,6500
1935-07-22,6500,6500,6500,6500,6500,6500,6500
1935-07-23,6500,6500,6500,6500,6500,6500,6500
1935-07-24,6500,6500,6500,6500,6500,6500,6500
1935-07-25,6000,6000,6000,6000,6000,6000,6000
1935-07-26,5000,5000,5000,5000,5000,5000,5000
1935-07-27,5000,5000,5000,5000,5000,5000,5000
1935-07-28,5000,5000,5000,5000,5000,5000,5000
1935-07-29,5000,5000,5000,5000,5000,5000,5000
1935-07-30,5000,5000,5000,5000,5000,5000,5000
1935-07-31,5000,5000,5000,5000,5000,5000,5000
1935-08-01,5000,5000,5000,5000,5000,5000,5000
1935-08-02,5000,5000,5000,5000,5000,5000,5000
1935-08-03,5000,5000,5000,5000,5000,5000,5000
1935-08-04,5500,5500,5500,5500,5500,5500,5500
1935-08-05,6000,6000,6000,6000,6000,6000,6000
1935-08-06,5500,5500,5500,5500,5500,5500,5500
1935-08-07,6000,6000,6000,6000,6000,6000,6000
1935-08-08,6000,6000,6000,6000,6000,6000,6000
1935-08-09,6000,6000,6000,6000,6000,6000,6000
1935-08-10,6000,6000,6000,6000,6000,6000,6000
1935-08-11,6000,6000,6000,6000,6000,6000,6000
1935-08-12,6000,6000,6000,6000,6000,6000,6000
1935-08-13,6500,6500,6500,6500,6500,6500,6500
1935-08-14,7000,7000,7000,7000,7000,7000,7000
1935-08-15,7000,7000,7000,7000,7000,7000,7000
1935-08-16,7000,7000,7000,7000,7000,7000,7000
1935-08-17,7000,7000,7000,7000,7000,7000,7000
1935-08-18,7000,7000,7000,7000,7000,7000,7000
1935-08-19,7000,7000,7000,7000,7000,7000,7000
1935-08-20,6500,6500,6500,6500,6500,6500,6500
1935-08-21,6500,6500,6500,6500,6500,6500,6500
1935-08-22,6500,6500,6500,6500,6500,6500,6500
1935-08-23,6500,6500,6500,6500,6500,6500,6500
1935-08-24,7000,7000,7000,7000,7000,7000,7000
1935-08-25,7000,7000,7000,7000,7000,7000,7000
1935-08-26,6500,6500,6500,6500,6500,6500,6500
1935-08-27,6500,6500,6500,6500,6500,6500,6500
1935-08-28,6000,6000,6000,6000,6000,6000,6000
1935-08-29,6000,6000,6000,6000,6000,6000,6000
1935-08-30,6500,6500,6500,6500,6500,6500,6500
1935-08-31,4000,4000,4000,4000,4000,4000,4000
1935-09-01,4000,4000,4000,4000,4000,4000,4000
1935-09-02,4000,4000,4000,4000,4000,4000,4000
1935-09-03,4500,4500,4500,4500,4500,4500,4500
1935-09-04,4000,4000,4000,4000,4000,4000,4000
1935-09-05,4500,4500,4500,4500,4500,4500,4500
1935-09-06,4500,4500,4500,4500,4500,4500,4500
1935-09-07,4500,4500,4500,4500,4500,4500,4500
1935-09-08,4000,4000,4000,4000,4000,4000,4000
1935-09-09,4000,4000,4000,4000,4000,4000,4000
1935-09-10,4500,4500,4500,4500,4500,4500,4500
1935-09-11,4000,4000,4000,4000,4000,4000,4000
1935-09-12,4500,4500,4500,4500,4500,4500,4500
1935-09-13,5000,5000,5000,5000,5000,5000,5000
1935-09-14,5000,5000,5000,5000,5000,5000,5000
1935-09-15,4500,4500,4500,4500,4500,4500,4500
1935-09-16,4500,4500,4500,4500,4500,4500,4500
1935-09-17,4500,4500,4500,4500,4500,4500,4500
1935-09-18,4500,4500,4500,4500,4500,4500,4500
1935-09-19,4000,4000,4000,4000,4000,4000,4000
1935-09-20,4500,4500,4500,4500,4500,4500,4500
1935-09-21,4500,4500,4500,4500,4500,4500,4500
1935-09-22,4500,4500,4500,4500,4500,4500,4500
1935-09-23,4500,4500,4500,4500,4500,4500,4500
1935-09-24,4500,4500,4500,4500,4500,4500,4500
1935-09-25,4500,4500,4500,4500,4500,4500,4500
1935-09-26,4500,4500,4500,4500,4500,4500,4500
1935-09-27,4500,4500,4500,4500,4500,4500,4500
1935-09-28,4500,4500,4500,4500,4500,4500,4500
1935-09-29,4500,4500,4500,4500,4500,4500,4500
1935-09-30,4000,4000,4000,4000,4000,4000,4000
1935-10-01,4000,4000,4000,4000,4000,4000,4000
1935-10-02,4000,4000,4000,4000,4000,4000,4000
1935-10-03,3500,3500,3500,3500,3500,3500,3500
1935-10-04,4000,4000,4000,4000,4000,4000,4000
1935-10-05,3500,3500,3500,3500,3500,3500,3500
1935-10-06,3000,3000,3000,3000,3000,3000,3000
1935-10-07,3000,3000,3000,3000,3000,3000,3000
1935-10-08,3000,3000,3000,3000,3000,3000,3000
1935-10-09,3000,3000,3000,3000,3000,3000,3000
1935-10-10,3000,3000,3000,3000,3000,3000,3000
1935-10-11,3000,3000,3000,3000,3000,3000,3000
1935-10-12,3000,3000,3000,3000,3000,3000,3000
1935-10-13,3000,3000,3000,3000,3000,3000,3000
1935-10-14,3000,3000,3000,3000,3000,3000,3000
1935-10-15,3000,3000,3000,3000,3000,3000,3000
1935-10-16,3000,3000,3000,3000,3000,3000,3000
1935-10-17,3500,3500,3500,3500,3500,3500,3500
1935-10-18,3500,3500,3500,3500,3500,3500,3500
1935-10-19,3000,3000,3000,3000,3000,3000,3000
1935-10-20,3000,3000,3000,3000,3000,3000,3000
1935-10-21,3000,3000,3000,3000,3000,3000,3000
1935-10-22,3500,3500,3500,3500,3500,3500,3500
1935-10-23,3500,3500,3500,3500,3500,3500,3500
1935-10-24,3500,3500,3500,3500,3500,3500,3500
1935-10-25,3500,3500,3500,3500,3500,3500,3500
1935-10-26,3000,3000,3000,3000,3000,3000,3000
1935-10-27,3000,3000,3000,3000,3000,3000,3000
1935-10-28,3000,3000,3000,3000,3000,3000,3000
1935-10-29,3000,3000,3000,3000,3000,3000,3000
1935-10-30,3000,3000,3000,3000,3000,3000,3000
1935-10-31,3000,3000,3000,3000,3000,3000,3000
1935-11-01,3000,3000,3000,3000,3000,3000,3000
1935-11-02,3000,3000,3000,3000,3000,3000,3000
1935-11-03,3000,3000,3000,3000,3000,3000,3000
1935-11-04,3000,3000,3000,3000,3000,3000,3000
1935-11-05,3000,3000,3000,3000,3000,3000,3000
1935-11-06,3000,3000,3000,3000,3000,3000,3000
1935-11-07,3000,3000,3000,3000,3000,3000,3000
1935-11-08,3000,3000,3000,3000,3000,3000,3000
1935-11-09,3000,3000,3000,3000,3000,3000,3000
1935-11-10,3000,3000,3000,3000,3000,3000,3000
1935-11-11,3500,3500,3500,3500,3500,3500,3500
1935-11-12,3500,3500,3500,3500,3500,3500,3500
1935-11-13,3500,3500,3500,3500,3500,3500,3500
1935-11-14,4000,4000,4000,4000,4000,4000,4000
1935-11-15,4000,4000,4000,4000,4000,4000,4000
1935-11-16,4000,4000,4000,4000,4000,4000,4000
1935-11-17,4000,4000,4000,4000,4000,4000,4000
1935-11-18,4000,4000,4000,4000,4000,4000,4000
1935-11-19,4000,4000,4000,4000,4000,4000,4000
1935-11-20,3500,3500,3500,3500,3500,3500,3500
1935-11-21,3500,3500,3500,3500,3500,3500,3500
1935-11-22,3000,3000,3000,3000,3000,3000,3000
1935-11-23,3000,3000,3000,3000,3000,3000,3000
1935-11-24,3000,3000,3000,3000,3000,3000,3000
1935-11-25,3000,3000,3000,3000,3000,3000,3000
1935-11-26,3000,3000,3000,3000,3000,3000,3000
1935-11-27,3000,3000,3000,3000,3000,3000,3000
1935-11-28,3000,3000,3000,3000,3000,3000,3000
1935-11-29,3000,3000,3000,3000,3000,3000,3000
1935-11-30,5000,5000,5000,5000,5000,5000,5000
1935-12-01,5500,5500,5500,5500,5500,5500,5500
1935-12-02,5500,5500,5500,5500,5500,5500,5500
1935-12-03,6000,6000,6000,6000,6000,6000,6000
1935-12-04,5500,5500,5500,5500,5500,5500,5500
1935-12-05,5500,5500,5500,5500,5500,5500,5500
1935-12-06,5000,5000,5000,5000,5000,5000,5000
1935-12-07,5000,5000,5000,5000,5000,5000,5000
1935-12-08,5000,5000,5000,5000,5000,5000,5000
1935-12-09,5000,5000,5000,5000,5000,5000,5000
1935-12-10,5000,5000,5000,5000,5000,5000,5000
1935-12-11,5000,5000,5000,5000,5000,5000,5000
1935-12-12,5000,5000,5000,5000,5000,5000,5000
1935-12-13,5000,5000,5000,5000,5000,5000,5000
1935-12-14,5000,5000,5000,5000,5000,5000,5000
1935-12-15,5000,5000,5000,5000,5000,5000,5000
1935-12-16,5000,5000,5000,5000,5000,5000,5000
1935-12-17,5000,5000,5000,5000,5000,5000,5000
1935-12-18,5000,5000,5000,5000,5000,5000,5000
1935-12-19,5000,5000,5000,5000,5000,5000,5000
1935-12-20,5000,5000,5000,5000,5000,5000,5000
1935-12-21,5000,5000,5000,5000,5000,5000,5000
1935-12-22,5000,5000,5000,5000,5000,5000,5000
1935-12-23,5000,5000,5000,5000,5000,5000,5000
1935-12-24,5000,5000,5000,5000,5000,5000,5000
1935-12-25,5000,5000,5000,5000,5000,5000,5000
1935-12-26,5000,5000,5000,5000,5000,5000,5000
1935-12-27,5000,5000,5000,5000,5000,5000,5000
1935-12-28,5000,5000,5000,5000,5000,5000,5000
1935-12-29,5000,5000,5000,5000,5000,5000,5000
1935-12-30,5000,5000,5000,5000,5000,5000,5000
1935-12-31,5000,5000,5000,5000,5000,5000,5000
1936-01-01,5500,5500,5500,5500,5500,5500,5500
1936-01-02,5000,5000,5000,5000,5000,5000,5000
1936-01-03,5000,5000,5000,5000,5000,5000,5000
1936-01-04,5000,5000,5000,5000,5000,5000,5000
1936-01-05,5000,5000,5000,5000,5000,5000,5000
1936-01-06,5000,5000,5000,5000,5000,5000,5000
1936-01-07,5000,5000,5000,5000,5000,5000,5000
1936-01-08,5500,5500,5500,5500,5500,5500,5500
1936-01-09,5500,5500,5500,5500,5500,5500,5500
1936-01-10,5500,5500,5500,5500,5500,5500,5500
1936-01-11,5000,5000,5000,5000,5000,5000,5000
1936-01-12,5000,5000,5000,5000,5000,5000,5000
1936-01-13,5000,5000,5000,5000,5000,5000,5000
1936-01-14,5000,5000,5000,5000,5000,5000,5000
1936-01-15,5000,5000,5000,5000,5000,5000,5000
1936-01-16,5000,5000,5000,5000,5000,5000,5000
1936-01-17,5000,5000,5000,5000,5000,5000,5000
1936-01-18,5000,5000,5000,5000,5000,5000,5000
1936-01-19,5500,5500,5500,5500,5500,5500,5500
1936-01-20,5500,5500,5500,5500,5500,5500,5500
1936-01-21,5000,5000,5000,5000,5000,5000,5000
1936-01-22,5000,5000,5000,5000,5000,5000,5000
1936-01-23,5000,5000,5000,5000,5000,5000,5000
1936-01-24,5000,5000,5000,5000,5000,5000,5000
1936-01-25,5000,5000,5000,5000,5000,5000,5000
1936-01-26,5000,5000,5000,5000,5000,5000,5000
1936-01-27,5000,5000,5000,5000,5000,5000,5000
1936-01-28,5000,5000,5000,5000,5000,5000,5000
1936-01-29,5000,5000,5000,5000,5000,5000,5000
1936-01-30,5000,5000,5000,5000,5000,5000,5000
1936-01-31,5500,5500,5500,5500,5500,5500,5500
1936-02-01,5500,5500,5500,5500,5500,5500,5500
1936-02-02,5500,5500,5500,5500,5500,5500,5500
1936-02-03,5500,5500,5500,5500,5500,5500,5500
1936-02-04,5500,5500,5500,5500,5500,5500,5500
1936-02-05,5000,5000,5000,5000,5000,5000,5000
1936-02-06,5000,5000,5000,5000,5000,5000,5000
1936-02-07,5000,5000,5000,5000,5000,5000,5000
1936-02-08,5000,5000,5000,5000,5000,5000,5000
1936-02-09,5000,5000,5000,5000,5000,5000,5000
1936-02-10,5000,5000,5000,5000,5000,5000,5000
1936-02-11,5000,5000,5000,5000,5000,5000,5000
1936-02-12,5000,5000,5000,5000,5000,5000,5000
1936-02-13,5000,5000,5000,5000,5000,5000,5000
1936-02-14,5000,5000,5000,5000,5000,5000,5000
1936-02-15,5000,5000,5000,5000,5000,5000,5000
1936-02-16,5000,5000,5000,5000,5000,5000,5000
1936-02-17,5000,5000,5000,5000,5000,5000,5000
1936-02-18,5000,5000,5000,5000,5000,5000,5000
1936-02-19,5000,5000,5000,5000,5000,5000,5000
1936-02-20,5000,5000,5000,5000,5000,5000,5000
1936-02-21,5000,5000,5000,5000,5000,5000,5000
1936-02-22,5500,5500,5500,5500,5500,5500,5500
1936-02-23,5000,5000,5000,5000,5000,5000,5000
1936-02-24,5000,5000,5000,5000,5000,5000,5000
1936-02-25,5000,5000,5000,5000,5000,5000,5000
1936-02-26,5000,5000,5000,5000,5000,5000,5000
1936-02-27,5000,5000,5000,5000,5000,5000,5000
1936-02-28,5000,5000,5000,5000,5000,5000,5000
1936-02-29,3000,3000,3000,3000,3000,3000,3000
1936-03-01,3000,3000,3000,3000,3000,3000,3000
1936-03-02,3000,3000,3000,3000,3000,3000,3000
1936-03-03,3000,3000,3000,3000,3000,3000,3000
1936-03-04,3000,3000,3000,3000,3000,3000,3000
1936-03-05,3000,3000,3000,3000,3000,3000,3000
1936-03-06,3500,3500,3500,3500,3500,3500,3500
1936-03-07,5000,5000,5000,5000,5000,5000,5000
1936-03-08,5000,5000,5000,5000,5000,5000,5000
1936-03-09,5000,5000,5000,5000,5000,5000,5000
1936-03-10,5000,5000,5000,5000,5000,5000,5000
1936-03-11,5000,5000,5000,5000,5000,5000,5000
1936-03-12,5000,5000,5000,5000,5000,5000,5000
1936-03-13,3500,3500,3500,3500,3500,3500,3500
1936-03-14,3000,3000,3000,3000,3000,3000,3000
1936-03-15,3000,3000,3000,3000,3000,3000,3000
1936-03-16,3000,3000,3000,3000,3000,3000,3000
1936-03-17,3000,3000,3000,3000,3000,3000,3000
1936-03-18,3000,3000,3000,3000,3000,3000,3000
1936-03-19,3000,3000,3000,3000,3000,3000,3000
1936-03-20,3000,3000,3000,3000,3000,3000,3000
1936-03-21,3000,3000,3000,3000,3000,3000,3000
1936-03-22,3000,3000,3000,3000,3000,3000,3000
1936-03-23,3000,3000,3000,3000,3000,3000,3000
1936-03-24,3000,3000,3000,3000,3000,3000,3000
1936-03-25,3000,3000,3000,3000,3000,3000,3000
1936-03-26,3000,3000,3000,3000,3000,3000,3000
1936-03-27,3000,3000,3000,3000,3000,3000,3000
1936-03-28,3000,3000,3000,3000,3000,3000,3000
1936-03-29,3000,3000,3000,3000,3000,3000,3000
1936-03-30,3000,3000,3000,3000,3000,3000,3000
1936-03-31,3000,3000,3000,3000,3000,3000,3000
1936-04-01,3000,3000,3000,3000,3000,3000,3000
1936-04-02,3000,3000,3000,3000,3000,3000,3000
1936-04-03,3000,3000,3000,3000,3000,3000,3000
1936-04-04,3000,3000,3000,3000,3000,3000,3000
1936-04-05,3000,3000,3000,3000,3000,3000,3000
1936-04-06,3000,3000,3000,3000,3000,3000,3000
1936-04-07,3000,3000,3000,3000,3000,3000,3000
1936-04-08,3000,3000,3000,3000,3000,3000,3000
1936-04-09,3000,3000,3000,3000,3000,3000,3000
1936-04-10,3500,3500,3500,3500,3500,3500,3500
1936-04-11,3500,3500,3500,3500,3500,3500,3500
1936-04-12,3000,3000,3000,3000,3000,3000,3000
1936-04-13,3000,3000,3000,3000,3000,3000,3000
1936-04-14,3000,3000,3000,3000,3000,3000,3000
1936-04-15,3000,3000,3000,3000,3000,3000,3000
1936-04-16,3000,3000,3000,3000,3000,3000,3000
1936-04-17,3000,3000,3000,3000,3000,3000,3000
1936-04-18,3000,3000,3000,3000,3000,3000,3000
1936-04-19,3000,3000,3000,3000,3000,3000,3000
1936-04-20,3000,3000,3000,3000,3000,3000,3000
1936-04-21,3000,3000,3000,3000,3000,3000,3000
1936-04-22,3000,3000,3000,3000,3000,3000,3000
1936-04-23,3000,3000,3000,3000,3000,3000,3000
1936-04-24,3000,3000,3000,3000,3000,3000,3000
1936-04-25,3000,3000,3000,3000,3000,3000,3000
1936-04-26,3000,3000,3000,3000,3000,3000,3000
1936-04-27,3000,3000,3000,3000,3000,3000,3000
1936-04-28,3000,3000,3000,3000,3000,3000,3000
1936-04-29,3000,3000,3000,3000,3000,3000,3000
1936-04-30,3000,3000,3000,3000,3000,3000,3000
1936-05-01,3000,3000,3000,3000,3000,3000,3000
1936-05-02,5000,5000,5000,5000,5000,5000,5000
1936-05-03,5000,5000,5000,5000,5000,5000,5000
1936-05-04,5000,5000,5000,5000,5000,5000,5000
1936-05-05,5000,5000,5000,5000,5000,5000,5000
1936-05-06,5000,5000,5000,5000,5000,5000,5000
1936-05-07,5000,5000,5000,5000,5000,5000,5000
1936-05-08,5000,5000,5000,5000,5000,5000,5000
1936-05-09,5000,5000,5000,5000,5000,5000,5000
1936-05-10,5000,5000,5000,5000,5000,5000,5000
1936-05-11,5000,5000,5000,5000,5000,5000,5000
1936-05-12,5000,5000,5000,5000,5000,5000,5000
1936-05-13,5000,5000,5000,5000,5000,5000,5000
1936-05-14,6500,6500,6500,6500,6500,6500,6500
1936-05-15,7000,7000,7000,7000,7000,7000,7000
1936-05-16,7000,7000,7000,7000,7000,7000,7000
1936-05-17,7000,7000,7000,7000,7000,7000,7000
1936-05-18,7000,7000,7000,7000,7000,7000,7000
1936-05-19,7000,7000,7000,7000,7000,7000,7000
1936-05-20,7000,7000,7000,7000,7000,7000,7000
1936-05-21,7000,7000,7000,7000,7000,7000,7000
1936-05-22,7000,7000,7000,7000,7000,7000,7000
1936-05-23,7000,7000,7000,7000,7000,7000,7000
1936-05-24,7000,7000,7000,7000,7000,7000,7000
1936-05-25,7000,7000,7000,7000,7000,7000,7000
1936-05-26,7000,7000,7000,7000,7000,7000,7000
1936-05-27,7000,7000,7000,7000,7000,7000,7000
1936-05-28,7000,7000,7000,7000,7000,7000,7000
1936-05-29,7000,7000,7000,7000,7000,7000,7000
1936-05-30,6000,6000,6000,6000,6000,6000,6000
1936-05-31,5000,5000,5000,5000,5000,5000,5000
1936-06-01,5000,5000,5000,5000,5000,5000,5000
1936-06-02,5000,5000,5000,5000,5000,5000,5000
1936-06-03,5000,5000,5000,5000,5000,5000,5000
1936-06-04,7000,7000,7000,7000,7000,7000,7000
1936-06-05,7000,7000,7000,7000,7000,7000,7000
