"Hatch_Date","New_0.9","New_1","Old_0.9","Old_1"
1930-06-17,0.00973243218602539,0.00610852714809381,0.0108860304613215,0.00638754650420884
1930-06-24,0.0512630376237801,0.0205477655666901,0.0295926288370748,0.0144275089436196
1966-06-21,0.430636555569073,0.138604973048989,0.10209856884281,0.0241854270431137
1966-06-25,0.999424973783665,0.950743082023882,0.723883406138717,0.22376339373396
1966-07-02,0.999999992227938,0.999975922755269,0.972711187393748,0.654947215531179
1975-07-02,0.943576982593509,0.699298030725462,0.280907893143408,0.0601140451505023
1975-07-09,0.240964383462301,0.0725669817820268,0.0321606554621961,0.00695205816502537
1975-07-16,0.486429927596694,0.249021268327821,0.171109049099356,0.065688889769313
1980-06-18,0.453242620922754,0.105537699996201,0.026219707808325,0.00203653558710684
1980-06-21,0.456511627435505,0.148218043396897,0.0690653945159045,0.00607548408264459
1980-06-25,0.999999939127057,0.999855205591002,0.941338103745162,0.517400990271294
1983-06-18,0.0686982201680047,0.0283729654639685,0.0317724420152552,0.0133553731933566
1983-06-21,0.257249644028165,0.131027537088042,0.13505577211062,0.0632943115598249
1983-06-25,0.994376286245347,0.925416162714623,0.882303461752654,0.602484727170811
1985-06-18,0.0109942824073907,0.00259663819525267,0.00201379563545958,0.00108926246824976
1985-06-21,0.0089474233244655,0.00373974752206451,0.0035964806423767,0.00204820660643781
1985-06-25,0.365450686806955,0.106127923066373,0.0466877479522685,0.0118126595227676
1986-06-10,0.475754406088067,0.220027784973472,0.161304030656055,0.0467701790397332
1986-06-14,0.999999980167405,0.999975886455446,0.993179041745035,0.878196055518685
1986-06-17,0.999999999469728,0.999992853909126,0.997091107938676,0.921040203138892
1987-06-10,0.521597747240784,0.276472433749293,0.172151875098568,0.0725701324306746
1987-06-18,0.79083025845612,0.565881451484197,0.483875904028807,0.277974349703736
1987-06-21,0.96713038889775,0.852289639052976,0.823322229979627,0.601506410489162
1987-06-25,0.999600505634874,0.992327101218066,0.974454709900491,0.865980268531873
2000-06-14,1.19302762530851e-05,1.09732163045296e-05,1.4297663496752e-05,1.18861850845091e-05
2000-06-21,0.329637338585616,0.0490054084524081,0.077505721226257,0.00663803401915102
2011-06-25,1.78180862317144e-05,3.35977330554113e-06,2.99759308412566e-05,4.88273938282371e-06
2011-07-02,0.000539235234920773,0.000111661585058511,0.000424687636387963,7.95167848005817e-05
2012-06-21,0.0339094972163372,0.0116909450489368,0.0282144568644862,0.00942855967552963
