"Hatch_Date","New_0.9","New_1","Old_0.9","Old_1"
1953-06-07,5.17239079553089e-06,1.77123429286484e-06,8.88075724664567e-06,2.6908177252061e-06
1953-06-14,0.0128718523656002,0.00163863696302171,0.00721384653768513,0.000643022491472047
1953-06-17,0.163134688246503,0.0311902495173899,0.0502893902017317,0.00534557924891682
1975-07-02,0.938868695650444,0.686100602787962,0.268269959550049,0.0561915297495257
1975-07-09,0.231538123674053,0.0687423813428338,0.0302343100205788,0.00648146359767541
1980-06-14,0.195761539590579,0.0453345348193632,0.012137455167928,0.00153351045698515
1980-06-21,0.489497427474582,0.170329501981905,0.0851211575322506,0.00865652061409581
1983-06-14,0.036921068605335,0.00890548523450252,0.00923841616100499,0.00281477448796751
1983-06-21,0.198961671944222,0.0689149094097207,0.0745459697734752,0.0236767702377371
1985-06-14,0.00506709412712156,0.00140402872018138,0.0012821037683656,0.000720861471364401
1985-06-21,0.0372476303327071,0.0084060133856799,0.00853948664034818,0.00360854939512003
1986-06-07,0.0587818019916645,0.015366745797116,0.0121476347100131,0.00313789876147954
1986-06-14,0.999999986714035,0.999982938588436,0.994811632849,0.899124911699563
1986-06-16,0.99999999998605,0.99999980425269,0.998754636611419,0.943909044767923
1987-06-07,0.257989199442394,0.133108157936573,0.103405563299846,0.0479905149681055
1987-06-10,0.511098857693956,0.283174424525437,0.185411115621829,0.0813942481075299
1987-06-17,0.782328984479068,0.567124266066156,0.459687305678786,0.271691241540028
1987-06-21,0.841410303280268,0.678064282280042,0.674630203909154,0.49552125503882
2000-06-21,0.00837205627411225,0.00356130216189435,0.00799367212000869,0.00314542844520368
2011-06-25,1.50055340329435e-05,2.84269386661223e-06,2.63453145039684e-05,4.26207509512607e-06
2011-07-02,0.000499341650268846,0.00010060935051813,0.000391564642646213,7.11226790910439e-05
2012-06-21,0.0269037370455291,0.00928871348451023,0.0223379600970459,0.00748114531853249
