"V1","V2","V3","V4","V5"
-0.125022708299232,-0.125022708299232,-0.125022708299232,-0.125022708299232,-0.125022708299232
-0.122544454654107,-0.122544454654107,-0.122544454654107,-0.122544454654107,-0.122544454654107
-0.120894219927944,0.020315051146386,-0.120894219927944,-0.120894219927944,-0.120894219927944
-0.119868554163352,-0.1559111894801,-0.0316219232488418,-0.119868554163352,-0.119868554163352
-0.11919303861826,-0.143764205645802,-0.14053174565822,-0.11919303861826,-0.11919303861826
-0.118774213301081,-0.134295345642048,-0.133123087203845,0.00216529481043669,-0.118774213301081
-0.118499794003911,-0.128825485215998,-0.127482688032895,-0.14893336987038,-0.118499794003911
-0.11834710841822,-0.124792106339491,-0.124286540164725,-0.13894307579712,-0.11834710841822
-0.118303230955184,-0.122538111240339,-0.12199408222975,-0.13124894767432,-0.118303230955184
-0.118337291397932,-0.120693010421388,-0.120754129921897,-0.126914227708075,-0.118337291397932
-0.118450072496865,-0.119117394574963,-0.119788823040281,-0.123781454133384,0.00462686908975369
-0.118619649118941,-0.118073317988033,-0.118993138531696,-0.122104980516452,-0.149670522469434
-0.118851595052492,-0.117081349471647,-0.118530746305884,-0.12077016266043,-0.139841877694585
-0.119124813627913,-0.116473392132731,-0.118103641115074,-0.119637486673237,-0.132293304582373
-0.119444744813059,-0.115832191893046,-0.117916680551762,-0.118943619559442,-0.128142560240147
-0.119785587157259,-0.115543532764871,-0.117703621279764,-0.118261822142779,0.0161554813792642
-0.120148955354989,-0.115201976503635,-0.11761479471637,-0.117884449462945,-0.159072453966846
-0.120536620082995,-0.11528373881854,-0.117693937751394,-0.0678512526965348,-0.146632372045416
-0.120950527115404,-0.115370122638871,-0.117915455882595,-0.128965116069215,-0.136691785610095
-0.121392819338034,-0.115461404970951,-0.118152820974806,-0.124919135246735,-0.130948144480072
-0.121865862189468,-0.115557881217327,-0.118407455996478,-0.122102400481818,-0.126513082700067
-0.122372273169054,0.005108807417213,-0.0273594461288335,-0.120767252717477,-0.124041112891362
-0.122914956192426,-0.146554274591364,-0.141218858019011,-0.119778586949869,-0.121858513286865
-0.123497141751164,-0.13501949318941,-0.134203132334046,-0.119329580403016,-0.120077683971377
-0.124122434055188,-0.129437093204758,-0.128918212957509,-0.119005478625321,-0.11892402446416
-0.124794866618138,-0.12505084692036,0.0342367890912042,-0.118759721471175,-0.0662974059585686
-0.125518968105714,-0.121845199151087,-0.165033732888107,-0.118675680269094,-0.0789973121342955
-0.126299840729477,-0.0338893582750246,-0.151238800846515,-0.118607147157159,-0.136331080242674
-0.127143254067792,-0.139452079528102,-0.140221037315278,-0.118660174096685,-0.129366015999176
-0.128055757977685,-0.131434153959352,-0.133704102267579,-0.118709040047577,0.0286777709705607
-0.129044819290666,-0.125385217961549,-0.128945122149191,-0.118878420825128,-0.16043140515453
-0.130118988352075,-0.12161479557059,-0.126146872663195,-0.119047372196057,-0.146562736869877
-0.131288103294518,-0.0034369239577771,-0.123855832349753,-0.119361897450448,-0.135763666667794
-0.132563542413958,-0.146038679222385,-0.121941512851073,-0.119697109388433,-0.129265704911283
-0.133958538406383,-0.135439352416148,-0.120697391681536,-0.120054393501617,-0.124384378526512
-0.135488572911998,-0.127000528793812,-0.119428412182777,-0.120435707345592,-0.12146756204246
-0.137171876381207,-0.122235098831693,-0.118832285915125,-0.120842751317295,-0.119024635665141
-0.139030067597098,-0.118562247797713,-0.118167372846999,-0.121277615951077,-0.0687407204449606
-0.141088980608365,-0.116405613268446,-0.117931898051031,-0.121742607511578,-0.126721428169538
-0.143379746450392,-0.114499414360556,-0.117636562091985,-0.122240276400451,-0.121532796104099
-0.145940226221726,-0.0295599134945929,0.0418536371895761,-0.122773450197146,-0.117756566912394
-0.0404350849568612,-0.132281930688852,-0.0782462097625528,-0.123345272241741,-0.115278995609968
