"V1","V2","V3","V4","V5"
-0.125022708299232,-0.125022708299232,-0.125022708299232,-0.125022708299232,-0.125022708299232
-0.122544454654107,-0.122544454654107,-0.122544454654107,-0.122544454654107,-0.0880047978059177
-0.120894219927944,0.0145340734150448,-0.120894219927944,-0.120894219927944,-0.0533148462743191
-0.119868554163352,-0.154212343915268,-0.0317637676135726,-0.119868554163352,-0.142455367121012
-0.11919303861826,-0.142572181734606,-0.140494205896229,-0.11919303861826,-0.134209607257164
-0.118774213301081,-0.133527884369052,-0.133097390794198,0.0485655485863452,-0.128304169974097
-0.118499794003911,-0.128308612683183,-0.127466412847145,-0.162885135630737,-0.124731212265321
-0.11834710841822,-0.124466910647702,-0.124275698693905,-0.148744517371593,-0.12226895585524
-0.118303230955184,-0.122323345715026,-0.12198731272608,-0.129091856171186,-0.11190332737146
-0.118337291397932,-0.120573169492149,-0.120749683592747,-0.132930049073248,-0.121569275504897
-0.118450072496865,-0.119083397612183,-0.110748193897553,-0.127644112377519,0.0440764309537736
-0.118619649118941,-0.118101152621474,-0.121007514659969,-0.124607370176026,-0.162029425801162
-0.118851595052492,-0.117171441361577,-0.119864775555821,-0.12223565805729,-0.147666499728528
-0.119124813627913,-0.11660804626077,-0.118932375316682,-0.120206843340296,-0.136314106346921
-0.119444744813059,-0.0819691207800949,-0.118462889941547,-0.118894406116896,-0.129694724816015
-0.119785587157259,-0.123651146396475,-0.118044744714802,-0.117607491151772,0.00302647341958444
-0.120148955354989,-0.12069243376894,-0.117847643841794,-0.11677902262156,-0.153534190593995
-0.120536620082995,-0.118803315203243,-0.117821128463055,-0.0698375477364099,-0.141403564988198
-0.120950527115404,-0.117793348201157,-0.117956157527814,-0.126280932111163,-0.131632394619812
-0.039734610983806,-0.117091950078408,-0.118131739395551,-0.122175515239292,-0.125809450381648
-0.141333113927669,-0.116750146430709,-0.118324065726011,-0.119410751645872,-0.121160097160908
-0.135396033964143,0.0495002800874026,-0.0276709567634628,-0.118026231053314,-0.118403412922159
-0.130999126807156,-0.160708471475191,-0.106332076341704,-0.116960947609167,-0.115881180870764
-0.128777870171848,-0.0311463858606959,-0.141218990520565,-0.116406632647898,-0.113886417405305
-0.127321056105362,-0.161343525886104,-0.133600044071693,-0.115961609279461,-0.112410593143511
-0.126804420546204,-0.147016591683556,0.030985870436162,-0.115582322531974,0.0434640016819614
-0.126508731724032,-0.135725527551938,-0.16619178046656,-0.115342862835946,-0.00556013721726144
-0.12635905477419,-0.0496407836924983,-0.15188028569137,-0.115109713814067,-0.171274006673988
-0.126512836069274,-0.142544992616146,-0.14055632567807,-0.114977289261865,-0.150990773012853
